,AC.PA,ALO.PA,ATO.PA,ACA.PA,BN.PA,DSY.PA,EDEN.PA,EDF.PA,ENGI.PA,ERF.PA,RMS.PA,KER.PA,LI.PA,OR.PA,MC.PA,ML.PA,ORA.PA,RI.PA,PUB.PA,RNO.PA,SAF.PA,SGO.PA,SAN.PA,SU.PA,GLE.PA,TEP.PA,HO.PA,TTE.PA,URW.PA,DG.PA,VIV.PA,WLN.PA
06/02/2018,290122150,222145470,105445350,2846104530,670710400,260932530,235608950,2927438800,2435285010,17663820,105569410,126279320,314356060,560519090,506980290,179520990,2660056600,265421590,230627420,295722280,417029590,553557090,1263134160,596916240,807917740,57780000,212658730,2536077520,99856680,591924800,1298171020,132898960
07/02/2018,290122150,222145470,105445350,2846104530,670710400,260932530,235608950,2927438800,2435285010,17663820,105569410,126279320,314356060,560519090,506980290,179520990,2660056600,265421590,230627420,295722280,417029590,553557090,1263134160,596927980,807917740,57780000,212658730,2536077520,99856680,591924910,1298171020,132898960
08/02/2018,290338310,222145470,105445350,2846104530,670710400,261017030,235608950,2927438800,2435285010,17663820,105569410,126279320,314356060,560519090,506980290,179520990,2660056600,265421590,230627420,295722280,417029590,553572170,1263134160,596927980,807917740,57780000,212685670,2536077520,99856680,591924910,1298171020,132898960
09/02/2018,290338310,222145470,105445350,2846104530,670710400,261017030,235608950,2927438800,2435285010,17663820,105569410,126279320,314356060,560519090,506980290,179520990,2660056600,265421590,230627420,295722280,417029590,553572170,1263134160,596927980,807917740,57780000,212685670,2536077520,99856680,591924910,1298171020,132898960
12/02/2018,290338310,222145470,105445350,2846104530,670710400,261017030,235608950,2927438800,2435285010,17663820,105569410,126279320,314356060,560519090,506980290,179520990,2660056600,265421590,230627730,295722280,417029590,553572170,1254019900,596927980,807917740,57780000,212685670,2536176710,99856680,591924910,1298171020,132898960
13/02/2018,290338310,222145470,105445350,2846104530,670710400,261017030,235608950,2927438800,2435285010,17663820,105569410,126279320,314356060,560519090,506980290,179548360,2660056600,265421590,230627730,295722280,417029590,553572170,1254039580,596927980,807917740,57780000,212685670,2536176710,99856680,591924910,1298171020,132898960
14/02/2018,290338310,222145470,105445350,2846104530,670710400,261017030,235608950,2927438800,2435285010,17663820,105569410,126279320,314356060,560519090,506980290,179548360,2660056600,265421590,230627730,295722280,417029590,553572170,1254039580,596927980,807917740,57780000,212685670,2536176710,99856680,591924910,1298171020,132898960
15/02/2018,290338310,222145470,105445350,2846104530,670710400,261017030,235608950,2927438800,2435285010,17663820,105569410,126279320,314356060,560519090,506980290,179548360,2660056600,265421590,230627730,295722280,417029590,553572170,1254039580,596927980,807917740,57780000,212685670,2536176710,99856680,591924910,1298171020,132898960
16/02/2018,290338310,222145470,105445350,2846104530,670710400,261017030,235608950,2927438800,2435285010,17663820,105569410,126279320,314356060,560519090,506980290,179548360,2660056600,265421590,230627730,295722280,417029590,553572170,1254039580,596927980,807917740,57780000,212685670,2536176710,99856680,591924910,1298171020,132898960
19/02/2018,290338310,222145470,105445350,2846104530,670710400,261017030,235608950,2927438800,2435285010,17663820,105569410,126279320,314356060,560519090,506980290,179548360,2660056600,265421590,230627730,295722280,417029590,553572170,1254039580,596927980,807917740,57780000,212685670,2536176710,99856680,591924910,1298171020,132898960
20/02/2018,290338310,222145470,105445350,2846104530,670710400,261017030,235608950,2927438800,2435285010,17663820,105569410,126279320,314356060,560519090,506980290,179548360,2660056600,265421590,230627730,295722280,417029590,553572170,1254039580,596927980,807917740,57780000,212685670,2536176710,99856680,591924910,1298171020,132898960
21/02/2018,290338310,222145470,105445350,2846104530,670710400,261017030,235608950,2927438800,2435285010,17663820,105569410,126279320,314356060,560519090,506980290,179548360,2660056600,265421590,230627730,295722280,417029590,553572170,1254039580,596927980,807917740,57780000,212685670,2536176710,99856680,591924910,1298171020,132898960
22/02/2018,290338310,222145470,105445350,2846104530,670710400,261017030,235608950,2927438800,2435285010,17663820,105569410,126279320,314356060,560519090,506980290,179548360,2660056600,265421590,230627730,295722280,417029590,553572170,1254039580,596927980,807917740,57780000,212685670,2536176710,99856680,591924910,1298171020,132898960
23/02/2018,290338310,222145470,105462470,2846104530,670710400,261017030,235608950,2927438800,2435285010,17663820,105569410,126279320,314356060,560534010,506980290,179548360,2660056600,265421590,230627730,295722280,417029590,553572170,1254039580,596927980,807917740,57780000,212685670,2536176710,99856680,591924910,1298171020,132898960
26/02/2018,290338310,222145470,105462470,2846104530,670710400,261017030,235608950,2927438800,2435285010,17663820,105569410,126279320,314356060,560534010,506980290,179548360,2660056600,265421590,230627730,295722280,417029590,553572170,1254039580,596927980,807917740,57780000,212685670,2536176710,99856680,591924910,1298171020,132898960
27/02/2018,290338310,222145470,105462470,2846104530,670710400,261017030,235608950,2927438800,2435285010,17663820,105569410,126279320,314356060,560534010,506980290,179548360,2660056600,265421590,230627730,295722280,417029590,553572170,1254039580,596927980,807917740,57780000,212685670,2536176710,99856680,591924910,1298171020,132898960
28/02/2018,290338310,222145470,105462470,2846104530,670710400,261017030,235608950,2927438800,2435285010,17663820,105569410,126279320,314356060,560534010,506980290,179548360,2660056600,265421590,230627730,295722280,417029590,553572170,1254039580,596927980,807917740,57780000,212685670,2536176710,99856680,591924910,1298171020,132898960
01/03/2018,290338310,222145470,105462470,2846104530,670710400,261017030,235608950,2927438800,2435285010,17665500,105569410,126279320,314356060,560534010,506980290,179548360,2660056600,265421590,230627730,295722280,417029590,553572170,1254039580,596927980,807917740,57780000,212685670,2536176710,99856680,591924910,1298171020,132898960
02/03/2018,290338310,222145470,105462470,2846104530,670710400,261017030,235608950,2927438800,2435285010,17665500,105569410,126279320,314356060,560534010,506980290,179548360,2660056600,265421590,230627730,295722280,417029590,553572170,1254039580,596927980,807917740,57780000,212685670,2536176710,99856680,591924910,1298171020,132898960
05/03/2018,290448820,222145470,105462470,2846104530,670710400,261017030,235608950,2927438800,2435285010,17665500,105569410,126279320,314356060,560534010,506980290,179548360,2660056600,265421590,230627730,295722280,417029590,553572170,1254039580,596927980,807917740,57780000,212685670,2536176710,99856680,591924910,1298171020,132898960
06/03/2018,290448820,222159760,105462470,2846104530,670710400,261017030,235608950,2927438800,2435285010,17665500,105569410,126279320,314356060,560534010,506980290,179548360,2660056600,265421590,230627730,295722280,417029590,553572170,1254039580,596927980,807917740,57780000,212685670,2536176710,99856680,591924910,1298171020,132898960
07/03/2018,290448820,222159760,105462470,2846104530,670710400,261017030,235755800,2927438800,2435285010,17665500,105569410,126279320,314356060,560534010,506980300,179548360,2660056600,265421590,230627730,295722280,417029590,553588080,1254039580,596927980,807917740,57780000,212685670,2536176710,99856680,591931750,1298240670,132898960
08/03/2018,290448820,222159760,105462470,2846104530,670710400,261017030,235755800,2927438800,2435285010,17665500,105569410,126279320,314356060,560534010,506980300,179548360,2660056600,265421590,230627730,295722280,417029590,553588080,1254039580,596927980,807917740,57780000,212685670,2536176710,99856680,591931750,1298240670,132898960
09/03/2018,290448820,222159760,105462470,2846104530,670710400,261017030,235755800,2927438800,2435285010,17665500,105569410,126279320,314356060,560534010,506980300,179548360,2660056600,265421590,230627730,295722280,417029590,553588080,1254039580,596927980,807917740,57780000,212685670,2536176710,99856680,591931750,1298240670,132898960
12/03/2018,290448820,222159760,105462470,2846104530,670710400,261017030,235755800,2927438800,2435285010,17665500,105569410,126279320,314356060,560630210,506980300,179548360,2660056600,265421590,230627730,295722280,417029590,553588080,1254039580,596927980,807917740,57780000,212685670,2633600110,99856680,591931750,1298240670,132898960
13/03/2018,290448820,222159760,105462470,2846104530,670710400,261017030,235755800,2927438800,2435285010,17665500,105569410,126279320,314356060,560630210,506980300,179550220,2660056600,265421590,230627730,295722280,417029590,553588080,1254039580,596927980,807917740,57780000,212717650,2633600110,99856680,591931750,1298240670,132898960
14/03/2018,290448820,222159760,105462470,2846104530,670710400,261017030,235755800,2927438800,2435285010,17665500,105569410,126279320,314356060,560630210,506980300,179550220,2660056600,265421590,230627730,295722280,417029590,553588080,1254039580,596927980,807917740,57780000,212717650,2633600110,99856680,591931750,1298240670,132898960
15/03/2018,290448820,222159760,105462470,2846104530,670710400,261229640,235755800,2927438800,2435285010,17665500,105569410,126279320,314356060,560630210,506980300,179550220,2660056600,265421590,230627730,295722280,417029590,553588080,1254039580,596927980,807917740,57780000,212717650,2633600110,99856680,591931750,1298240670,132898960
16/03/2018,290448820,222159760,105462470,2846104530,670710400,261229640,235755800,2927438800,2435285010,17665500,105569410,126279320,314356060,560630210,506980300,179550220,2660056600,265421590,230627730,295722280,417029590,553588080,1254039580,574916240,807917740,57780000,212717650,2633600110,99856680,591931750,1298240670,132898960
19/03/2018,290448820,222159760,105462470,2846104530,670710400,261229640,235755800,2927438800,2435285010,17665500,105569410,126279320,314356060,560630210,506980300,179550220,2660056600,265421590,230627730,295722280,417029590,553588080,1254039580,574916240,807917740,57780000,212717650,2633600110,99856680,591931750,1298240670,132898960
20/03/2018,290448820,222159760,105462470,2846104530,670710400,261229640,235755800,2927438800,2435285010,17665500,105569410,126279320,314356060,560630210,506980300,179550220,2660056600,265421590,230627730,295722280,417029590,553588080,1254039580,574916240,807917740,57780000,212717650,2633600110,99856680,591931750,1298240670,132898960
21/03/2018,290448820,222159760,105462470,2846104530,670710400,261229640,235755800,2927438800,2435285010,17665500,105569410,126279320,314356060,560630210,506980300,179550220,2660056600,265421590,230627730,295722280,417029590,553588080,1254039580,574916240,807917740,57780000,212717650,2633600110,99856680,591931750,1298240670,132921760
22/03/2018,290448820,222159760,105462470,2846104530,670710400,261229640,235755800,2927438800,2435285010,17665500,105569410,126279320,314356060,560630210,506980300,179550220,2660056600,265421590,230627730,295722280,417029590,553588080,1254039580,574916240,807917740,57780000,212717650,2633600110,99856680,591931750,1298240670,132921760
23/03/2018,290448820,222159760,105469200,2846104530,670710400,261229640,235755800,2927438800,2435285010,17665500,105569410,126279320,314356060,560630210,506980300,179550220,2660056600,265421590,230627730,295722280,417029590,553588080,1254039580,574916240,807917740,57780000,212717650,2633815620,99856680,591931750,1298240670,132921760
26/03/2018,290448820,222159760,105469200,2846104530,670710400,261229640,235755800,2927438800,2435285010,17665500,105569410,126279320,314356060,560630210,506980300,179550220,2660056600,265421590,230627730,295722280,417029590,553588080,1254039580,574916240,807917740,57780000,212717650,2633815620,99856680,591931750,1298240670,132921760
27/03/2018,290448820,222159760,105469200,2846104530,670710400,261229640,235755800,2927438800,2435285010,17665500,105569410,126279320,314356060,560630210,506980300,179550220,2660056600,265421590,230627730,295722280,417029590,553588080,1254039580,574916240,807917740,57780000,212717650,2633815620,99856680,591931750,1298240670,132921760
28/03/2018,290448820,222159760,105469200,2846104530,670710400,261229640,235755800,2927438800,2435285010,17665500,105569410,126279320,314356060,560630210,506980300,179550220,2660056600,265421590,230805560,295722280,417029590,553588080,1254039580,574916240,807917740,57780000,212717650,2633815620,99856680,591931750,1298240670,132921760
29/03/2018,290448820,222159760,105469200,2846104530,670710400,261229640,235755800,2927438800,2435285010,17665500,105569410,126279320,314356060,560630210,506980300,179550220,2660056600,265421590,230805560,295722280,417029590,553588080,1254039580,574916240,807917740,57780000,212717650,2633815620,99856680,591931750,1298240670,132921760
03/04/2018,290448820,222159760,105469200,2846104530,670710400,261229640,235755800,2927438800,2435285010,17665500,105569410,126279320,314356060,560630210,506980300,179550220,2660056600,265421590,230805560,295722280,417029590,553588080,1254039580,574916240,807917740,57780000,212799190,2633815620,99856680,591931750,1298240670,132921760
04/04/2018,290448820,222159760,105469200,2846104530,670710400,261229640,235755800,2927438800,2435285010,17670240,105569410,126279320,314356060,560630210,506980300,179550220,2660056600,265421590,230805560,295722280,417029590,553588080,1254039580,574916240,807917740,57780000,212799190,2633815620,99856680,591931750,1298562530,132921760
05/04/2018,290448820,222210470,105469200,2846104530,670710400,261229640,235755800,2927438800,2435285010,17670240,105569410,126279320,314356060,560630210,506980300,179550220,2660056600,265421590,230805560,295722280,417029590,553588080,1254039580,574916240,807917740,57780000,212799190,2633820170,99856680,591931750,1298562530,132921760
06/04/2018,290448820,222210470,105469200,2846104530,670710400,261229640,235755800,2927438800,2435285010,17670240,105569410,126279320,314356060,560630210,506980300,179550220,2660056600,265421590,230805560,295722280,417029590,553588080,1254039580,574916240,807917740,57780000,212799190,2633820170,99856680,591931750,1298562530,132921760
09/04/2018,290448820,222210470,105469200,2846104530,670710400,261229640,235755800,2927438800,2435285010,17670240,105569410,126279320,314356060,560630210,506980300,179550220,2660056600,265421590,230805560,295722280,417029590,553588080,1254039580,574916240,807917740,57780000,212799190,2649159710,99856680,591931750,1298562530,132921760
10/04/2018,290448820,222210470,105469200,2846104530,670710400,261229640,235755800,2927438800,2435285010,17670240,105569410,126279320,314356060,560630210,506980300,179550220,2660056600,265421590,230805560,295722280,417029590,553588080,1254039580,574916240,807917740,57780000,212799190,2649159710,99856680,591931750,1298562530,132921760
11/04/2018,290448820,222210470,105598480,2846104530,670710400,261229640,235755800,2927438800,2435285010,17670240,105569410,126279320,314356060,560768080,506980300,179550220,2660056600,265421590,230805560,295722280,417029590,553588080,1254039580,574916240,807917740,57780000,212837270,2649159710,99856680,591931750,1298562530,132921760
12/04/2018,290448820,222210470,105598480,2846104530,670710400,261229640,235755800,2927438800,2435285010,17670240,105569410,126279320,314356060,560768080,506980300,179550220,2660056600,265421590,230805560,295722280,417029590,553588080,1254039580,574916240,807917740,57780000,212837270,2649159710,99856680,591931750,1298562530,132921760
13/04/2018,290448820,222210470,105598480,2846104530,670710400,260506590,235755800,2927438800,2435285010,17670240,105569410,126279320,314356060,560768080,506980300,179559240,2660056600,265421590,230805560,295722280,417029590,553588080,1256198170,574955980,807917740,57780000,212837270,2649159710,99856680,591931750,1298562530,132921760
16/04/2018,290448820,222210470,105598480,2846104530,670710400,260602740,235755800,2927438800,2435285010,17670240,105569410,126279320,314356060,560768080,506980300,179559240,2660056600,265421590,230841700,295722280,417029590,553588080,1256198170,574955980,807917740,57780000,212837270,2649159710,99856680,591931750,1298562530,133078960
17/04/2018,290448820,222210470,105598480,2846104530,670710400,260602740,235755800,2927438800,2435285010,17670240,105569410,126279320,314356060,560768080,507042700,179559240,2660056600,265421590,230841700,295722280,417029590,553588080,1256198170,574955980,807917740,57780000,212837270,2649159710,99882920,591931750,1298562530,133078960
18/04/2018,290448820,222210470,105598480,2846104530,670710400,260602740,235755800,2927438800,2435285010,17670240,105569410,126279320,314356060,560768080,507042700,179559240,2660056600,265421590,230841700,295722280,417029590,553588080,1256198170,574955980,807917740,57780000,212837270,2649159710,99882920,591931750,1298562530,133078960
19/04/2018,290448820,222210470,105598480,2846104530,670710400,260602740,235755800,2927438800,2435285010,17670240,105569410,126279320,314356060,561799700,507042700,179559240,2660056600,265421590,230841700,295722280,417029590,553588080,1256198170,574955980,807917740,57780000,212837270,2649159710,99882920,591931750,1298562530,133078960
20/04/2018,290448820,222210470,105598480,2846104530,670710400,260602740,235755800,2927438800,2435285010,17670240,105569410,126279320,314356060,561799700,507042700,179559240,2660056600,265421590,230841700,295722280,417029590,553588080,1256198170,574955980,807917740,57780000,212837270,2649159710,99882920,591931750,1298562530,133078960
23/04/2018,290448820,222210470,105598480,2846104530,670710400,260602740,235755800,2927438800,2435285010,17670240,105569410,126279320,314356060,561799700,507042700,179559240,2660056600,265421590,230841700,295722280,417029590,553588080,1256198170,574955980,807917740,57780000,212837270,2649159710,99882920,591953480,1300044710,133078960
24/04/2018,290448820,222210470,105598480,2846104530,670710400,260602740,235755800,2927438800,2435285010,17670240,105569410,126279320,314356060,561799700,507042700,179559240,2660056600,265421590,230841700,295722280,417029590,553588080,1256198170,574955980,807917740,57780000,212837270,2649159710,99882920,591953480,1300044710,133078960
25/04/2018,290448820,222210470,105598480,2846104530,670710400,260602740,235755800,2927438800,2435285010,17670240,105569410,126279320,314356060,561799700,507042700,179559240,2660056600,265421590,230841700,295722280,417029590,553588080,1256198170,574955980,807917740,57780000,212837270,2649159710,99882920,591953480,1300044710,133078960
26/04/2018,290448820,222210470,105598480,2846104530,670710400,260602740,235755800,2927438800,2435285010,17670240,105569410,126279320,314356060,561799700,507042700,179559240,2660056600,265421590,230841700,295722280,417029590,553588080,1256198170,574955980,807917740,57780000,212837270,2649159710,99882920,591953480,1300044710,133078960
27/04/2018,290448820,222210470,105598480,2846104530,670710400,260602740,235755800,2927438800,2435285010,17670240,105569410,126279320,314356060,561799700,507042700,179559240,2660056600,265421590,230841700,295722280,417029590,553588080,1256198170,574955980,807917740,57780000,212837270,2649159710,99882920,591953480,1300044710,133078960
30/04/2018,290448820,222210470,105598480,2846104530,670710400,260602740,235755800,2927438800,2435285010,17670240,105569410,126279320,314356060,561799700,507042700,179559240,2660056600,265421590,230841700,295722280,417029590,553588080,1256198170,574955980,807917740,57780000,212837270,2649159710,99882920,591953480,1300044710,133078960
02/05/2018,290448820,222210470,105598480,2846104530,670710400,260602740,235755800,2927438800,2435285010,17670240,105569410,126279320,314356060,561799700,507042700,179559240,2660056600,265421590,230841700,295722280,417029590,553588080,1256198170,574955980,807917740,57780000,212837270,2649159710,99882920,591953480,1300044710,133078960
03/05/2018,290448820,222210470,105598480,2846104530,670710400,260602740,235818960,2927438800,2435285010,17670240,105569410,126279320,314356060,561799700,507042700,179559240,2660056600,265421590,230841700,295722280,417029590,553588080,1256198170,574955980,807917740,57780000,212837270,2649159710,99882920,591953480,1300044710,133078960
04/05/2018,290448820,222219250,105598480,2846104530,670710400,260602740,235818960,2927438800,2435285010,17670240,105569410,126279320,314356060,561799700,507042700,179559240,2660056600,265421590,230841700,295722280,417029590,553588080,1256198170,574955980,807917740,57780000,212837270,2649159710,99882920,591953480,1300044710,133078960
07/05/2018,290448820,222219250,105598480,2846104530,670710400,260602740,235818960,2927438800,2435285010,17670240,105569410,126279320,314356060,561799700,507042700,179559240,2660056600,265421590,230841700,295722280,417029590,553588080,1256198170,574955980,807917740,57780000,212837270,2649159710,99882920,591953480,1300044710,133078960
08/05/2018,290448820,222219250,105598480,2846104530,670710400,260963490,235818960,2927438800,2435285010,17670240,105569410,126279320,314356060,561799700,507042700,179559240,2660056600,265421590,230841700,295722280,417029590,553588080,1246780100,574955980,807917740,57780000,212837270,2658514600,99882920,591953480,1300044710,133078960
09/05/2018,290448820,222219250,105598480,2846104530,670710400,260963490,235818960,2927438800,2435285010,17670240,105569410,126279320,314356060,561799700,507042700,179559240,2660056600,265421590,230841700,295722280,417029590,553588080,1246780100,574955980,807917740,57780000,212837270,2658514600,99882920,591953480,1300044710,133078960
10/05/2018,290448820,222219250,105598480,2846104530,670710400,260963490,235818960,2927438800,2435285010,17676220,105569410,126279320,314356060,561799700,507042700,179559240,2660056600,265421590,230841700,295722280,417029590,553588080,1246780100,574955980,807917740,57780000,212837270,2658514600,99882920,591953480,1300044710,133078960
11/05/2018,290448820,222219250,105598480,2846104530,670710400,260963490,235818960,2927438800,2435285010,17676220,105569410,126279320,314356060,561799700,507042700,179559240,2660056600,265421590,230841700,295722280,417029590,553588080,1248988930,574955980,807917740,57780000,212837270,2658514600,99882920,591953480,1300044710,133078960
14/05/2018,290448820,222219250,105598480,2846104530,670710400,260963490,235818960,2927438800,2435285010,17676220,105569410,126279320,314356060,561799700,505742820,179559240,2660056600,265421590,230841700,295722280,417029590,553588080,1248988930,574955980,807917740,57780000,212837270,2658514600,99882920,591953480,1300044710,133078960
15/05/2018,290448820,222219250,105598480,2846104530,670710400,260963490,235818960,2927438800,2435285010,17676220,105569410,126279320,314356060,561799700,505742820,179601630,2660056600,265421590,230841700,295722280,417029590,553588080,1248988930,574955980,807917740,57780000,212873490,2658514600,99882920,591953480,1300044710,133078960
16/05/2018,290448820,222219250,105598480,2846104530,670710400,260963490,235818960,2927438800,2435285010,17676220,105569410,126279320,314356060,561850400,505742820,179601630,2660056600,265421590,230841700,295722280,417029590,553588080,1248988930,574955980,807917740,57780000,212873490,2658514600,99882920,591953480,1300044710,133078960
17/05/2018,290448820,222219250,105598480,2846104530,670710400,260963490,235818960,2927438800,2435285010,17676220,105569410,126279320,314356060,561850400,505742820,179601630,2660056600,265421590,230841700,295722280,417029590,553588080,1248988930,574955980,807917740,57780000,212873490,2658514600,99882920,591953480,1300044710,133078960
18/05/2018,290448820,222219250,105598480,2846104530,670710400,260963490,235818960,2927438800,2435285010,17676220,105569410,126279320,314356060,561850400,505742820,179601630,2660056600,265421590,230841700,295722280,417029590,553588080,1248988930,574955980,807917740,57780000,212873490,2658514600,99882920,591953480,1300044710,133078960
21/05/2018,290448820,222219250,105600740,2846104530,670710400,260963490,235818960,2927438800,2435285010,17676220,105569410,126279320,314356060,561850400,505742820,179601630,2660056600,265421590,230841700,295722280,417029590,553588080,1248988930,574955980,807917740,57780000,212873490,2658514600,99882920,592116640,1300044710,133078960
22/05/2018,290448820,222219250,105600740,2846104530,670710400,260963490,235818960,2927438800,2435285010,17676220,105569410,126279320,314356060,561850400,505742820,179601630,2660056600,265421590,230841700,295722280,417029590,553588080,1248988930,574955980,807917740,57780000,212873490,2658514600,99882920,592116640,1300044710,133078960
23/05/2018,290448820,222219250,105600740,2846104530,670710400,260963490,235818960,2927438800,2435285010,17676220,105569410,126279320,314356060,561850400,505742820,179601630,2660056600,265421590,230841700,295722280,417029590,553588080,1248988930,574955980,807917740,57780000,212873490,2658514600,99882920,592116640,1300044710,133078960
24/05/2018,290448820,222219250,105600740,2846104530,670710400,260963490,235818960,2927438800,2435285010,17676220,105569410,126279320,314356060,561850400,505742820,179601630,2660056600,265421590,230841700,295722280,417029590,553588080,1248988930,574955980,807917740,57780000,212873490,2658514600,99882920,592116640,1300044710,133078960
25/05/2018,290448820,222219250,105600740,2846104530,670710400,260963490,235818960,2927438800,2435285010,17676220,105569410,126279320,314356060,561850400,505742820,179601630,2660056600,265421590,230841700,295722280,417029590,553588080,1248988930,574955980,807917740,57780000,212873490,2658514600,99922610,592116640,1300044710,133078960
28/05/2018,290448820,222219250,105600740,2846104530,670710400,260963490,235818960,2927438800,2435285010,17676220,105569410,126279320,314356060,561850400,505742820,179601630,2660056600,265421590,230841700,295722280,417029590,553588080,1248988930,574955980,807917740,57780000,212873490,2658514600,99922610,592116640,1300044710,133078960
29/05/2018,290448820,222219250,105600740,2846104530,670710400,260963490,235818960,2927438800,2435285010,17676220,105569410,126279320,314356060,561850400,505742820,179601630,2660056600,265421590,230841700,295722280,417029590,553588080,1248988930,574955980,807917740,57780000,212873490,2658514600,99922610,596304830,1300044710,133078960
30/05/2018,290448820,222219250,105600740,2846104530,670710400,260963490,235818960,2927438800,2435285010,17676220,105569410,126279320,314356060,561850400,505742820,179601630,2660056600,265421590,230841700,295722280,417029590,553588080,1248988930,574955980,807917740,57780000,212873490,2658514600,99922610,596304830,1300044710,133078960
31/05/2018,290448820,222219250,105600740,2846104530,684186300,260963490,235818960,2927438800,2435285010,17676220,105569410,126279320,314356060,561850400,505742820,179601630,2660056600,265421590,230874490,295722280,417029590,553588080,1248988930,574955980,807917740,57780000,212873490,2658514600,99922610,596304830,1300044710,133078960
01/06/2018,290448820,222219250,105600740,2846104530,684186300,260963490,235818960,2927438800,2435285010,17676220,105569410,126279320,314356060,561850400,505742820,179601630,2660056600,265421590,230874490,295722280,417029590,553588080,1248988930,574955980,807917740,57780000,212873490,2658514600,99922610,596304830,1300044710,133078960
04/06/2018,290448820,222219250,105600740,2846104530,684186300,260963490,235818960,2927438800,2435285010,17676220,105569410,126279320,314356060,561850400,505742820,179601630,2660056600,265421590,230874490,295722280,417029590,553588080,1248988930,574955980,807917740,57780000,212873490,2658514600,99922610,596304830,1300044710,133078960
05/06/2018,290448820,222219250,105600740,2846104530,684186300,260963490,235818960,2927438800,2435285010,17676220,105569410,126279320,314356060,561850400,505742820,179601630,2660056600,265421590,230874490,295722280,417029590,553588080,1248988930,574955980,807917740,57780000,212873490,2658514600,138282970,596304830,1300044710,133078960
06/06/2018,290448820,222273390,105600740,2852634570,684186300,260963490,235849810,2927438800,2435285010,17676220,105569410,126279320,314356060,561850400,505742820,179601630,2660056600,265421590,230874490,295722280,417029590,553588080,1248988930,574955980,807917740,57780000,212873490,2658514600,138282970,596304830,1300044710,133078960
07/06/2018,290448820,222273390,105600740,2852634570,684186300,260963490,235849810,2927438800,2435285010,17683630,105569410,126279320,314356060,561850400,505742820,179601630,2660056600,265421590,230874490,295722280,417029590,553588080,1248988930,574955980,807917740,57780000,212873490,2658514600,138282970,596313310,1300044710,133078960
08/06/2018,290448820,222273390,105600740,2852634570,684186300,260963490,239266350,2927438800,2435285010,17683630,105569410,126279320,314356060,561943580,505742820,179601630,2660056600,265421590,230874490,295722280,417029590,553588080,1249017090,576543890,807917740,57780000,212873490,2658514600,138282970,596313310,1300044710,133078960
11/06/2018,290448820,222273390,105600740,2852634570,684186300,260963490,239266350,2927438800,2435285010,17683630,105569410,126279320,314356060,561943580,505742820,179601630,2660056600,265421590,230874490,295722280,417029590,553588080,1249017090,576543890,807917740,57780000,212873490,2658514600,138282970,596313310,1300044710,133078960
12/06/2018,290448820,222296740,105600740,2852634570,684186300,260963490,239266350,2927438800,2435285010,17683630,105569410,126279320,314356060,561943580,505742820,179601630,2660056600,265421590,230874490,295722280,417029590,553588080,1249017090,576543890,807917740,57780000,212873490,2659927120,138282970,596313310,1300044710,133078960
13/06/2018,290448820,222296740,105600740,2852634570,684186300,260963490,239266350,2927438800,2435285010,17683630,105569410,126279320,314356060,561943580,505742820,179618700,2660056600,265421590,230874490,295722280,417029590,553588080,1249017090,576543890,807917740,57780000,212873490,2659927120,138282970,596313310,1300044710,133078960
14/06/2018,290448820,222296740,105600740,2852634570,684186300,260963490,239266350,2927438800,2435285010,17683630,105569410,126279320,314356060,561943580,505742820,179618700,2660056600,265421590,230874490,295722280,417029590,553588080,1249017090,576543890,807917740,57780000,212873490,2659927120,138282970,596313310,1300044710,133078960
15/06/2018,290448820,222296740,105674700,2852634570,684186300,260963490,239266350,2927438800,2435285010,17683630,105569410,126279320,314356060,561943580,505742820,179618700,2660056600,265421590,230874490,295722280,417029590,553588080,1249017090,576543890,807917740,57780000,212873490,2659927120,138282970,596313310,1300044710,133078960
18/06/2018,290448820,222296740,105674700,2852634570,684186300,260963490,239266350,2927438800,2435285010,17683630,105569410,126279320,314356060,561943580,505742820,179618700,2660056600,265421590,230874490,295722280,417029590,553588080,1249017090,576543890,807917740,57780000,212873490,2659927120,138282970,596313310,1300044710,133078960
19/06/2018,290448820,222296740,105674700,2852634570,684186300,261541130,239266350,3010267680,2435285010,17683630,105569410,126279320,314356060,561943580,505742820,179618700,2660056600,265421590,230874490,295722280,417029590,552579850,1249017090,576543890,807917740,57780000,212873490,2659927120,138282970,596313310,1300044710,133078960
20/06/2018,290448820,222296740,105674700,2852634570,684186300,261541130,239266350,3010267680,2435285010,17683630,105569410,126279320,314356060,561943580,505742820,179618700,2660056600,265421590,230874490,295722280,417029590,552579850,1249017090,576543890,807917740,57780000,212873490,2659927120,138282970,596313310,1300044710,133078960
21/06/2018,290448820,222296740,105674700,2852634570,684186300,261541130,239266350,3010267680,2435285010,17683630,105569410,126279320,314356060,561943580,505742820,179618700,2660056600,265421590,230874490,295722280,417029590,552579850,1249017090,576543890,807917740,57780000,212873490,2659927120,138282970,596313310,1300044710,133078960
22/06/2018,290448820,222296740,106662150,2852634570,684186300,261541130,239266350,3010267680,2435285010,17683630,105569410,126279320,314356060,561943580,505742820,179618700,2660056600,265421590,230874490,295722280,417029590,552579850,1249017090,576543890,807917740,57780000,212873490,2659927120,138282970,596313310,1300044710,133078960
25/06/2018,290448820,222296740,106662150,2852634570,684186300,261541130,239266350,3010267680,2435285010,17683630,105569410,126279320,314356060,561943580,505742820,179618700,2660056600,265421590,230874490,295722280,417029590,552579850,1249017090,576543890,807917740,57780000,212873490,2659927120,138282970,596313310,1300044710,133078960
