,AC.PA,ALO.PA,ATO.PA,ACA.PA,BN.PA,DSY.PA,EDEN.PA,EDF.PA,ENGI.PA,ERF.PA,RMS.PA,KER.PA,LI.PA,OR.PA,MC.PA,ML.PA,ORA.PA,RI.PA,PUB.PA,RNO.PA,SAF.PA,SGO.PA,SAN.PA,SU.PA,GLE.PA,TEP.PA,HO.PA,TTE.PA,URW.PA,DG.PA,VIV.PA,WLN.PA
24/12/2018,290969210,223256020,106884220,2866437160,685055200,262721340,239411300,3010267680,2435285010,17740190,105569410,126279320,314356060,560355370,505028790,179844860,2660056600,265421590,235249800,295722280,420519780,546585000,1252219050,579138190,807917740,57780000,213097000,2685182710,138248320,597489390,1306077670,182554920
27/12/2018,290969210,223256020,106884220,2866437160,685055200,262721340,239411300,3010267680,2435285010,17740190,105569410,126279320,314356060,560355370,505028790,179844860,2660056600,265421590,235249800,295722280,420519780,546585000,1252219050,579138190,807917740,57780000,213097000,2685182710,138248320,597489390,1306077670,182554920
28/12/2018,290969210,223256020,106884220,2866437160,685055200,262721340,239411300,3010267680,2435285010,17740190,105569410,126279320,314356060,560355370,505028790,179844860,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579138190,807917740,57780000,213097000,2685182710,138248320,597489390,1306077670,182554920
31/12/2018,290969210,223256020,106884220,2866437160,685055200,262721340,239411300,3010267680,2435285010,17740190,105569410,126279320,314356060,560355370,505028790,179844860,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579138190,807917740,57780000,213097000,2685182710,138248320,597489390,1306077670,182554920
02/01/2019,290969210,223256020,106884220,2866437160,685055200,262721340,239411300,3010267680,2435285010,17740190,105569410,126279320,314356060,560355370,505028790,179844860,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579138190,807917740,57780000,213097000,2685182710,138248320,597489390,1306077670,182554920
03/01/2019,290969210,223425600,106884220,2866437160,685055200,262721340,239411300,3010267680,2435285010,17751960,105569410,126279320,314356060,560355370,505028790,179844860,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579138190,807917740,57780000,213097000,2685182710,138248320,597515980,1306077670,182554920
04/01/2019,290969210,223425600,106884220,2866437160,685055200,262721340,239411300,3010267680,2435285010,17751960,105569410,126279320,314356060,560355370,505028790,179844860,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579138190,807917740,57780000,213097000,2685182710,138288600,597515980,1306077670,182554920
07/01/2019,290969210,223425600,106884220,2866437160,685055200,262721340,239411300,3010267680,2435285010,17751960,105569410,126279320,314356060,560355370,505028790,179844860,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579138190,807917740,57780000,213097000,2685182710,138288600,597515980,1306234200,182554920
08/01/2019,290969210,223425600,106884220,2866437160,685055200,262721340,239411300,3010267680,2435285010,17751960,105569410,126279320,314356060,560355370,505029500,179844860,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579138190,807917740,57780000,213097000,2685182710,138288600,597515980,1306234200,182554920
09/01/2019,290969210,223425600,106884220,2866437160,685055200,262721340,239411300,3010267680,2435285010,17751960,105569410,126279320,314356060,560355370,505029500,179844860,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579138190,807917740,57780000,213097000,2685182710,138288600,597515980,1306234200,182554920
10/01/2019,282607800,223425600,106884220,2866437160,685055200,262732940,239411300,3010267680,2435285010,17751960,105569410,126279320,314356060,560396650,505029500,179844860,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579168770,807917740,57780000,213097000,2639718200,138288600,597515980,1306234200,182554920
11/01/2019,282607800,223425600,106884220,2866437160,685055200,262732940,239411300,3010267680,2435285010,17751960,105569410,126279320,314356060,560396650,505029500,179844860,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579168770,807917740,57780000,213097000,2639718200,138288600,597515980,1306234200,182554920
14/01/2019,282607800,223425600,106884220,2866437160,685055200,262732940,239411300,3010267680,2435285010,17751960,105569410,126279320,314356060,560396650,505029500,179847630,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579168770,807917740,57780000,213104080,2639718200,138288600,597515980,1306234200,182554920
15/01/2019,282607800,223425600,106886220,2866437160,685055200,262732940,239411300,3010267680,2435285010,17751960,105569410,126279320,314356060,560396650,505029500,179847630,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579168770,807917740,57780000,213104080,2639718200,138288600,597515980,1306234200,182554920
16/01/2019,282607800,223425600,106886220,2866437160,685055200,262732940,239411300,3010267680,2435285010,17751960,105569410,126279320,314356060,560396650,505029500,179847630,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579168770,807917740,57780000,213104080,2639718200,138288600,597515980,1306234200,182554920
17/01/2019,282607800,223425600,106886220,2866437160,685055200,262732940,239411300,3010267680,2435285010,17751960,105569410,126279320,314356060,560396650,505029500,179847630,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579168770,807917740,57780000,213104080,2639718200,138288600,597515980,1306234200,182554920
18/01/2019,282607800,223425600,106886220,2866437160,685055200,262732940,239411300,3010267680,2435285010,17751960,105569410,126279320,314356060,560396650,505029500,179847630,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579168770,807917740,57780000,213104080,2639718200,138288600,597515980,1306234200,182554920
21/01/2019,282607800,223425600,106886220,2866437160,685055200,262732940,239411300,3010267680,2435285010,17751960,105569410,126279320,314356060,560396650,505029500,179847630,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579168770,807917740,57780000,213104080,2639718200,138288600,597515980,1306234200,182554920
22/01/2019,282607800,223425600,106886220,2866437160,685055200,262732940,239411300,3010267680,2435285010,17751960,105569410,126279320,314356060,560396650,505029500,179847630,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579168770,807917740,57780000,213104080,2639718200,138288600,598227170,1306234200,182554920
23/01/2019,282607800,223425600,106886220,2866437160,685055200,262732940,239411300,3010267680,2435285010,17751960,105569410,126279320,314356060,560396650,505029500,179847630,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579168770,807917740,57780000,213104080,2639718200,138288600,598227170,1306234200,182554920
24/01/2019,282607800,223425600,106886220,2866437160,685055200,262732940,239411300,3010267680,2435285010,17751960,105569410,126279320,314356060,560396650,505029500,179847630,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579168770,807917740,57780000,213104080,2639718200,138288600,598227170,1306234200,182554920
25/01/2019,282607800,223425600,106886220,2866437160,685055200,262732940,239411300,3010267680,2435285010,17751960,105569410,126279320,314356060,560396650,505029500,179847630,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579168770,807917740,57780000,213104080,2639718200,138288600,598227170,1306234200,182554920
28/01/2019,282607800,223425600,106886220,2866437160,685055200,262732940,239411300,3010267680,2435285010,17751960,105569410,126279320,314356060,560396650,505029500,179847630,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579168770,807917740,57780000,213104080,2639718200,138288600,598227170,1306234200,182554920
29/01/2019,282607800,223425600,106886220,2866437160,685055200,262732940,239411300,3010267680,2435285010,17751960,105569410,126279320,314356060,560396650,505029500,179847630,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579168770,807917740,57780000,213104080,2639718200,138288600,598227170,1306234200,182554920
30/01/2019,282607800,223425600,106886220,2866437160,685055200,262732940,239411300,3010267680,2435285010,17751960,105569410,126279320,314356060,560396650,505029500,179847630,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579168770,807917740,57780000,213104080,2639718200,138288600,598227170,1306234200,182554920
31/01/2019,282607800,223425600,106886220,2866437160,685055200,262732940,239411300,3010267680,2435285010,17751960,105569410,126279320,314356060,560396650,505029500,179847630,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579168770,807917740,57780000,213104080,2639718200,138288600,598227170,1306234200,182554920
01/02/2019,282607800,223425600,106886220,2866437160,685055200,262732940,239411300,3010267680,2435285010,17751960,105569410,126279320,314356060,560396650,505029500,179847630,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579168770,807917740,57780000,213104080,2639718200,138288600,598227170,1306400140,182554920
04/02/2019,282607800,223425600,106886220,2866437160,685055200,262732940,239294350,3010267680,2435285010,17751960,105569410,126279320,314356060,560396650,505029500,179847630,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579168770,807917740,57780000,213104080,2639718200,138288600,598336220,1306400140,182554920
05/02/2019,282607800,223425600,106886220,2866437160,685055200,262732940,239294350,3010267680,2435285010,17751960,105569410,126279320,314356060,560396650,505029500,179847630,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579168770,807917740,57780000,213104080,2639718200,138288600,598336220,1306400140,182554920
06/02/2019,282607800,223425600,106886220,2866437160,685055200,262732940,239294350,3010267680,2435285010,17751960,105569410,126279320,314356060,560396650,505029500,179847630,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579168770,807917740,57780000,213104080,2639718200,138288600,598336220,1306400140,182554920
07/02/2019,282607800,223452380,106886220,2866437160,685055200,262742970,239294350,3010267680,2435285010,17751960,105569410,126279320,314356060,560396650,505029500,179847630,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579168770,807917740,57780000,213104080,2639718200,138288600,598336220,1306400140,182554920
08/02/2019,282615130,223452380,106886220,2866437160,685055200,262742970,239294350,3010267680,2435285010,17751960,105569410,126279320,314356060,560416780,505029500,179847630,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579168770,807917740,57780000,213104080,2639718200,138288600,598336220,1306400140,182554920
11/02/2019,282615130,223452380,106886220,2866437160,685055200,262742970,239294350,3010267680,2435285010,17752160,105569410,126279320,314356060,560416780,505029500,179847630,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579168770,807917740,57780000,213113470,2639718200,138288600,598336220,1306400140,182554920
12/02/2019,282615130,223452380,106886220,2866437160,685055200,262742970,239294350,3010267680,2435285010,17752160,105569410,126279320,314356060,560416780,505035650,179847630,2660056600,265421590,235249800,295722280,409116890,546585000,1252219050,579168770,807917740,57780000,213113470,2639718200,138288600,598336220,1306400140,182554920
13/02/2019,282615130,223452380,106886220,2866437160,685055200,262742970,239294350,3010267680,2435285010,17752160,105569410,126279320,314356060,560416780,505035650,179848630,2660056600,265421590,235249800,295722280,409116890,546585000,1247487570,579168770,807917740,57780000,213113470,2639718200,138288600,598336220,1306400140,182554920
14/02/2019,282615130,223452380,106886220,2866437160,685055200,262742970,239294350,3010267680,2435285010,17757420,105569410,126279320,314356060,560416780,505035650,179848630,2660056600,265421590,235249800,295722280,409116890,546585000,1247487570,579168770,807917740,57780000,213113470,2639718200,138288600,598336220,1306400140,182554920
15/02/2019,282615130,223452380,106886220,2866437160,685055200,262742970,239294350,3010267680,2435285010,17757420,105569410,126279320,314356060,560416780,505035650,179848630,2660056600,265421590,235249800,295722280,409116890,546585000,1247487570,579168770,807917740,57780000,213113470,2639718200,138288600,598336220,1306400140,182554920
18/02/2019,282615130,223452380,106886220,2866437160,685055200,262742970,239294350,3010267680,2435285010,17757420,105569410,126279320,314356060,560416780,505035650,179848630,2660056600,265421590,235249800,295722280,409116890,546585000,1247487570,579168770,807917740,57780000,213113470,2641826970,138288600,598336220,1306400140,182554920
19/02/2019,282615130,223452380,106886220,2866437160,685055200,262742970,239294350,3010267680,2435285010,17757420,105569410,126279320,314356060,560416780,505035650,179848630,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579168770,807917740,57780000,213113470,2641826970,138288600,598336220,1306400140,182554920
20/02/2019,282615130,223452380,106886220,2866437160,685055200,262742970,239672760,3010267680,2435285010,17757420,105569410,126279320,314356060,560416780,505035650,179848630,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579168770,807917740,57780000,213113470,2641826970,138288600,598336220,1306400140,182554920
21/02/2019,282615130,223452380,106886220,2866437160,685055200,262742970,239672760,3010267680,2435285010,17757420,105569410,126279320,314356060,560416780,505035650,179848630,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579168770,807917740,57780000,213113470,2641826970,138288600,598336220,1306400140,182554920
22/02/2019,282615130,223452380,106886220,2866437160,685055200,262742970,239672760,3010267680,2435285010,17757420,105569410,126279320,314356060,560416780,505035650,179848630,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579168770,807917740,57780000,213113470,2641826970,138288600,598336220,1306400140,182554920
25/02/2019,282615130,223452380,106886220,2866437160,685055200,262742970,239672760,3010267680,2435285010,17757420,105569410,126279320,314356060,560416780,505035650,179848630,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579168770,807917740,57780000,213113470,2641826970,138288600,598336220,1306400140,182554920
26/02/2019,282615130,223452380,106886220,2866437160,685055200,262742970,239672760,3010267680,2435285010,17757420,105569410,126279320,314356060,560416780,505035650,179848630,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579168770,807917740,57780000,213113470,2641826970,138288600,598336220,1306400140,182554920
27/02/2019,282615130,223452380,106886220,2866437160,685055200,262742970,239672760,3010267680,2435285010,17757420,105569410,126279320,314356060,560416780,505035650,179848630,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579168770,807917740,57780000,213113470,2641826970,138288600,598336220,1306400140,182554920
28/02/2019,282615130,223452380,106886220,2866437160,685055200,262742970,239672760,3010267680,2435285010,17757420,105569410,126279320,314356060,560416780,505035650,179848630,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579168770,807917740,57780000,213113470,2641826970,138288600,598336220,1306400140,182554920
01/03/2019,282615130,223452380,106886220,2866437160,685055200,262742970,239672760,3010267680,2435285010,17757420,105569410,126279320,314356060,560416780,505035650,179848630,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579168770,807917740,57780000,213113470,2641826970,138288600,598336220,1306400140,182554920
04/03/2019,282615130,223452380,106886220,2866437160,685055200,262742970,239672760,3010267680,2435285010,17757420,105569410,126279320,314356060,560416780,505035650,179848630,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579168770,807917740,57780000,213113470,2641826970,138288600,598336220,1306400140,182554920
05/03/2019,282615130,223452380,106886220,2866437160,685055200,262742970,239672760,3010267680,2435285010,17757420,105569410,126279320,314356060,560416780,505035650,179848630,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579168770,807917740,57780000,213113470,2641826970,138288600,598336220,1306400140,182554920
06/03/2019,282630420,223452380,106886220,2866437160,685055200,262742970,239672760,3010267680,2435285010,17757420,105569410,126279320,314356060,560416780,505035650,179848630,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579198890,807917740,57780000,213113470,2641826970,138288600,598440420,1307840190,182554920
07/03/2019,282630420,223557640,106886220,2866437160,685055200,262742970,239672760,3010267680,2435285010,17757420,105569410,126279320,314356060,560416780,505067140,179848630,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579198890,807917740,57780000,213113470,2641826970,138288600,598440420,1307840190,182554920
08/03/2019,282630420,223557640,106886220,2866437160,685055200,262742970,239672760,3010267680,2435285010,17757420,105569410,126279320,307423600,560416780,505067140,179848630,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579198890,807917740,57780000,213113470,2641826970,138288600,598440420,1307840190,182554920
11/03/2019,282630420,223557640,106886220,2866437160,685055200,262742970,239672760,3010267680,2435285010,17757420,105569410,126279320,307423600,560416780,505067140,179848630,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579198890,807917740,57780000,213113470,2641826970,138288600,598440420,1307840190,182554920
12/03/2019,282630420,223557640,106886220,2866437160,685055200,262742970,239672760,3010267680,2435285010,17762740,105569410,126279320,307423600,560416780,505067140,179850920,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579198890,807917740,57780000,213128010,2641826970,138288600,598440420,1307840190,182554920
13/03/2019,282630420,223557640,106886220,2866437160,685055200,262742970,239672760,3010267680,2435285010,17762740,105569410,126279320,307423600,560684150,505067140,179850920,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579198890,807917740,57780000,213128010,2641850570,138288600,598440420,1307840190,182554920
14/03/2019,282630420,223557640,106886220,2866437160,685055200,262742970,239672760,3010267680,2435285000,17762740,105569410,126279320,307423600,560684150,505067140,179850920,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579198890,807917740,57780000,213128010,2641850570,138288600,598440420,1307840190,182554920
15/03/2019,282630420,223557640,106886220,2866437160,685055200,262927970,239672760,3010267680,2435285000,17762740,105569410,126279320,307423600,560684150,505067140,179850920,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579198890,807917740,57780000,213128010,2641850570,138288600,598440420,1307840190,182554920
18/03/2019,282630420,223557640,106886220,2866437160,685055200,262927970,239672760,3010267680,2435285000,17762740,105569410,126279320,307423600,560684150,505067140,179850920,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579198890,807917740,57815000,213128010,2641850570,138288600,598440420,1307840190,182554920
19/03/2019,282630420,223557640,106886220,2866437160,685055200,262927970,239672760,3010267680,2435285000,17762740,105569410,126279320,307423600,560684150,505067140,179850920,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579198890,807917740,57815000,213128010,2641850570,138288600,598440420,1307840190,182554920
20/03/2019,282630420,223557640,106886220,2866437160,685055200,262927970,239672760,3010267680,2435285000,17762740,105569410,126279320,307423600,560684150,505067140,179850920,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579198890,807917740,57815000,213128010,2641850570,138288600,598440420,1307840190,182554920
21/03/2019,282630420,223557640,106886220,2866437160,685055200,262927970,239672760,3010267680,2435285000,17762740,105569410,126279320,307423600,560684150,505067140,179850920,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579198890,807917740,57815000,213128010,2641850570,138288600,598440420,1307840190,182554920
22/03/2019,282630420,223557640,106886220,2866437160,685055200,262927970,239672760,3010267680,2435285000,17762740,105569410,126279320,307423600,560684150,505067140,179850920,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579198890,807917740,57815000,213128010,2641873270,138288600,598440420,1307840190,182644700
25/03/2019,282630420,223557640,106886220,2866437160,685055200,262927970,239672760,3010267680,2435285000,17762740,105569410,126279320,307423600,560684150,505067140,179850920,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579198890,807917740,57815000,213128010,2641873270,138288600,598440420,1307840190,182644700
26/03/2019,282630420,223557640,106886220,2866437160,685055200,262927970,239672760,3010267680,2435285000,17762740,105569410,126279320,307423600,560684150,505067140,179850920,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579198890,807917740,57815000,213128010,2641873270,138288600,598440420,1307840190,182644700
27/03/2019,282630420,223557640,106886220,2866437160,685055200,262927970,239672760,3010267680,2435285000,17762740,105569410,126279320,307423600,560684150,505067140,179850920,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579198890,807917740,57815000,213128010,2641873270,138288600,598440420,1307840190,182644700
28/03/2019,282630420,223557640,106886220,2866437160,685055200,262927970,239672760,3010267680,2435285000,17762740,105569410,126279320,307423600,560684150,505067140,179850920,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579198890,807917740,57815000,213128010,2641873270,138288600,598440420,1307840190,182644700
29/03/2019,282630420,223557640,106886220,2866437160,685055200,262927970,239672760,3010267680,2435285000,17762740,105569410,126279320,307423600,560684150,505067140,179850920,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579198890,807917740,57815000,213128010,2641873270,138288600,598440420,1307840190,182644700
01/04/2019,282630420,223557640,107149740,2866437160,685055200,262927970,239672760,3010267680,2435285000,17762740,105569410,126279320,307423600,560684150,505067140,179850920,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579198890,807917740,57815000,213128010,2641873270,138288600,598440420,1307840190,182644700
02/04/2019,282630420,223557640,107149740,2866437160,685055200,262927970,239672760,3010267680,2435285000,17762740,105569410,126279320,307423600,560684150,505067140,179850920,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579198890,807917740,57780000,213128010,2641873270,138288600,598440420,1309275450,182644700
03/04/2019,282630420,223557640,107149740,2866437160,685055200,262927970,239389150,3010267680,2435285000,17762740,105569410,126279320,307423600,560684150,505067140,179850920,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579198890,807917740,57780000,213128010,2641873270,138288600,598554890,1309275450,182644700
04/04/2019,282630420,223557640,107149740,2866437160,685055200,262927970,239266350,3010267680,2435285000,17762740,105569410,126279320,307423600,560684150,505067140,179850920,2660056600,265421590,235249800,295722280,409116890,546585000,1247395470,579198890,807917740,57780000,213128010,2641874170,138305650,598554890,1309275450,182644700
05/04/2019,282630420,223572310,107149740,2866437160,685055200,262927970,239266350,3010267680,2435285000,17762740,105569410,126279320,307423600,560684150,505027340,179850920,2660056600,265421590,235249800,295722280,409116890,546585330,1247395470,579198890,807917740,57780000,213128010,2641874170,138305650,598554890,1309275450,182644700
08/04/2019,282630420,223572310,107149740,2866437160,685055200,263054310,239266350,3010267680,2435285000,17762740,105569410,126279320,307423600,560684150,505027340,179850920,2660056600,265421590,235249800,295722280,409116890,546585330,1247395470,579198890,807917740,57780000,213128010,2641874170,138305650,598554890,1309308100,182644700
09/04/2019,282630420,223572310,107149740,2866437160,685055200,263054310,239266350,3010267680,2435285000,17762740,105569410,126279320,307423600,560684150,505027340,179850920,2660056600,265421590,235249800,295722280,409116890,546585330,1247395470,579198890,807917740,57780000,213143950,2641874170,138305650,598554890,1309308100,182644700
10/04/2019,282630420,223572310,107149740,2866437160,685055200,263054310,239266350,3010267680,2435285000,17762740,105569410,126279320,307423600,560684150,505027340,179850920,2660056600,265421590,235249800,295722280,409116890,546585330,1247395470,579198890,807917740,57780000,213143950,2641874170,138305650,598554890,1309308100,182644700
11/04/2019,282764620,223572310,107149740,2866437160,685055200,263054310,239266350,3010267680,2435285000,17762740,105569410,126279320,307423600,560684150,505027340,179850920,2660056600,265421590,235249800,295722280,409116890,546585330,1247395470,579209370,807917740,57780000,213143950,2641874170,138305650,598554890,1309308100,182644700
12/04/2019,282764620,223572310,107149740,2866437160,685055200,263054310,239266350,3010267680,2435285000,17762740,105569410,126279320,307423600,560684150,505027340,179863380,2660056600,265421590,235249800,295722280,409116890,546585330,1247395470,579209370,807917740,57815000,213143950,2641874170,138305650,598554890,1309308100,182644700
15/04/2019,282764620,223572310,107149740,2866437160,685055200,263054310,239266350,3010267680,2435285000,17762740,105569410,126279320,307423600,560684150,505027340,179863380,2660056600,265421590,235249800,295722280,409116890,546585330,1247395470,579209370,807917740,57815000,213143950,2641874170,138305650,598554890,1309308100,182644700
16/04/2019,282764620,223572310,107149740,2866437160,685055200,263054310,239266350,3010267680,2435285000,17762740,105569410,126279320,307423600,560684150,505027340,179863380,2660056600,265421590,235249800,295722280,409116890,546585330,1247395470,579209370,807917740,57815000,213143950,2641874170,138305650,598554890,1309308100,182644700
17/04/2019,282764620,223572310,107149740,2866437160,685055200,263054310,239266350,3010267680,2435285000,17770770,105569410,126279320,307423600,560684150,505027340,179863380,2660056600,265421590,235249800,295722280,409116890,546585330,1247395470,579209370,807917740,57815000,213143950,2641874170,138305650,598554890,1309308100,182644700
18/04/2019,282764620,223572310,107149740,2866437160,685055200,263054310,239266350,3010267680,2435285000,17770770,105569410,126279320,307423600,560684150,505027340,179863380,2660056600,265421590,235249800,295722280,409116890,546585330,1247395470,579209370,807917740,57815000,213143950,2641874170,138305650,598554890,1309308100,182644700
23/04/2019,282764620,223572310,107149740,2866437160,685055200,263054310,239266350,3010267680,2435285000,17770770,105569410,126279320,307423600,560831320,505027340,179863380,2660056600,265421590,235249800,295722280,409116890,546585330,1247395470,579209370,807917740,57815000,213143950,2641874170,138306000,598554890,1309308100,182644700
24/04/2019,282764620,223572310,107149740,2866437160,685055200,263054310,239266350,3010267680,2435285000,17770770,105569410,126279320,307423600,560831320,505027340,179863380,2660056600,265421590,235249800,295722280,409116890,546585330,1247395470,579209370,807917740,57815000,213143950,2641874170,138306000,598554890,1309308100,182644700
25/04/2019,282764620,223572310,107149740,2866437160,685055200,263054310,239266350,3010267680,2435285000,17770770,105569410,126279320,307423600,561544930,505027340,179863380,2660056600,265421590,235249800,295722280,409116890,546585330,1247395470,579209370,807917740,57815000,213143950,2641874170,138306000,598554890,1309308100,182644700
26/04/2019,282764620,223572310,107149740,2866437160,685055200,263054310,239266350,3010267680,2435285000,17770770,105569410,126279320,307423600,561545930,505027340,179863380,2660056600,265421590,235249800,295722280,409116890,546585330,1247395470,579209370,807917740,57815000,213143950,2641874170,138306000,598554890,1309308100,182644700
29/04/2019,282764620,223572310,107149740,2866437160,685055200,263054310,239266350,3010267680,2435285000,17770770,105569410,126279320,307423600,561545930,505086320,179863380,2660056600,265421590,235249800,295722280,409116890,546585330,1247395470,579209370,807917740,57815000,213143950,2641874170,138306000,598554890,1309308100,182644700
30/04/2019,282764620,223572310,107149740,2866437160,685055200,263054310,239266350,3010267680,2435285000,17770770,105569410,126279320,307423600,561545930,505086320,179863380,2660056600,265421590,235249800,295722280,409123310,546585330,1247395470,579209370,807917740,57815000,213143950,2641874170,138305650,598554890,1309308100,182644700
02/05/2019,282764620,223572310,107149740,2866437160,685055200,263054310,239266350,3010267680,2435285000,17770770,105569410,126279320,307423600,561545930,505086320,179863380,2660056600,265421590,235249800,295722280,409123310,546585330,1247395470,579209370,807917740,58580600,213143950,2641874170,138305650,598554890,1309308100,182644700
03/05/2019,282764620,223572310,107149740,2866437160,685055200,263054310,239266350,3010267680,2435285000,17770770,105569410,126279320,307423600,561545930,505086320,179863380,2660056600,265421590,235249800,295722280,409123310,546585330,1247395470,579209370,807917740,58580600,213143950,2641874170,138305650,598554890,1309340100,182644700
06/05/2019,282764620,223572310,107149740,2866437160,685055200,263054310,239266350,3010267680,2435285000,17770770,105569410,126279320,307423600,561545930,505086320,179863380,2660056600,265421590,235249800,295722280,409123310,546585330,1247395470,579209370,807917740,58580600,213143950,2641874170,138305650,598554890,1309340100,182644700
07/05/2019,282764620,223577460,107157900,2866437160,685055200,263054310,239389150,3010267680,2435285010,17781080,105569410,126279320,307423600,561545930,505086320,179863380,2660056600,265421590,235249800,295722280,409123310,546585330,1249336370,579209370,807917740,58580600,213143950,2641874170,138371420,598687300,1309340100,182644700
08/05/2019,282764620,223577460,107157900,2866437160,685055200,263054310,239754300,3010267680,2435285010,17781080,105569410,126279320,307423600,561545930,505086320,179863380,2660056600,265421590,235249800,295722280,409123310,546585330,1249336370,579209370,807917740,58580600,213143950,2656753040,138371420,598687300,1309340100,182644700
09/05/2019,282828190,223577460,107157900,2866437160,685055200,263054310,239754300,3010267680,2435285010,17781080,105569410,126279320,307423600,561545930,505086320,179863380,2660056600,265421590,235249800,295722280,409123310,546585330,1250105260,579209370,807917740,58580600,213143950,2656753040,138371420,598687300,1309340100,182644700
10/05/2019,282828190,223577460,107157900,2866437160,685055200,263136310,239754300,3010267680,2435285010,17781080,105569410,126279320,307423600,561546930,505109140,179863380,2660056600,265421590,235249800,295722280,409123310,546585330,1250105260,579209370,807917740,58580600,213143950,2656753040,138371420,598687300,1309340100,182644700
13/05/2019,282828190,223577460,107157900,2866437160,685055200,263136310,239754300,3010267680,2435285010,17781080,105569410,126279320,307423600,561546930,505109140,179863380,2660056600,265421590,235249800,295722280,409123310,546585330,1250105260,579209370,807917740,58580600,213181220,2656753040,138371420,598687300,1309340100,182644700
14/05/2019,282828190,223577460,107157900,2866437160,685055200,263136310,239754300,3010267680,2435285010,17781080,105569410,126279320,307423600,561546930,505109140,179875790,2660056600,265421590,235249800,295722280,409123310,546585330,1250105260,579209370,807917740,58580600,213181220,2656753040,138371420,598687300,1309340100,182644700
15/05/2019,282828190,223577460,107157900,2866437160,685055200,263136310,239754300,3010267680,2435285010,17781080,105569410,126279320,307423600,561546930,505109140,179875790,2660056600,265421590,235249800,295722280,409123310,546585330,1250105260,579209370,807917740,58580600,213181220,2656753040,138371420,598687300,1309340100,182644700
