Date,ALL,PNC,MBI,AIG,HIG,UNM,HUM,KEY,CINF,GS,UNH,BK,NTRS,PGR,AXP,SEIC,FITB,ZION,CNA,BEN
2021-01-04,-1.6972092450679317,0.1006164059739489,-2.617548571999857,-1.9469864934428285,-1.418752339996079,-3.775711026990259,0.4668961194248413,-0.73394170279054,-3.340047205579192,0.4879843666920384,-0.3370544232433187,-1.783002222301454,-0.6895086702757471,-1.7856707154263276,-2.402293952375311,-0.944064540910162,-1.2408924527616427,-1.1809754798223822,-2.442310553111657,-2.6354641216234844
2021-01-05,-0.7895618720921368,-0.5310713280079002,2.76941242412384,1.6560178879038954,-0.6648677703212242,0.8115477222032725,0.2398901601751797,1.5834576433868308,-0.9512593473015876,2.2130631869724176,-1.353905822812729,1.1210641848702834,-0.7487447005433936,-0.1854908944356963,0.5322958189673871,0.4556585367750217,1.385875772632419,1.5715606619035138,0.6031211211470282,-0.2468099275447655
2021-01-06,2.5413342215744215,5.347811271525881,8.713780969558016,6.313022564178296,5.850093038088316,6.392088079953863,5.7947362615809075,9.283530980097842,4.599856630474252,5.25566434863707,4.110966237603469,6.541275183259663,5.797501910485731,1.8801044980182688,3.6325506524530793,6.923767653886104,9.16486646337634,10.648342952777725,5.369564904332655,5.02012631593223
2021-01-07,0.0727091143560397,1.5784331303948085,-1.1188916760273258,1.6769820759425864,-0.9085566221828424,-0.9310237284056117,2.2270358206923837,1.8008668293075711,0.0456318903719773,2.1137329016309625,1.590537368820997,0.5980757138013586,0.2976354729734091,0.555189380315985,-0.7913513415376099,0.1955973387056163,3.825426691442181,3.0053090534700893,-0.2232424331378113,-0.1568048709093998
2021-01-08,-0.1090835059822412,-0.510734454692754,3.591542953075334,-0.6624989748913366,-1.017063587384844,-0.7682508918446628,-2.469431849538648,-1.3613060613966712,0.1139843681635779,-0.5397731343824018,-0.4502860495463219,-1.065728490797476,-0.7096264845335749,-0.2536440554139266,0.0985829220654654,0.6492500157884931,-0.8304111119106737,-2.573336964072564,-1.3751916245618578,-0.8272612706002207
2021-01-11,-0.7302592143510943,0.7494460912125992,1.481510379527556,-0.8405492748549324,0.7189977360809069,0.85325077290552,-0.7422631700660539,1.3072069714156296,1.008792269291947,1.2844622373515084,-0.7291480304903447,1.682204578467691,1.026808521122281,0.6223938703671876,-0.5929857815651611,-1.0244841977562071,0.6393847220120136,2.3329949603332283,-0.7581614864159902,1.8421031003211112
2021-01-12,0.5755255075011189,1.4636933465021569,1.1960295250807915,1.7717028298276902,3.1537245479301492,4.363872183944763,-2.586564293859902,1.9293235347076765,4.196268918159974,2.8120788045921308,-0.9413551406142692,2.1711663754457566,1.4804560209622983,-0.0210313878646687,0.4615182138638251,0.0980254451544003,1.3924292720952798,0.9777623616751692,1.08491120980467,2.984156720258988
2021-01-13,-0.8232018948355825,-1.6395278464758216,-2.813313921080858,-0.6852664461194989,0.0771027705109522,-0.4892012901907642,-1.5385131686417932,-0.2657415064343549,-0.7163083239382423,0.2412662507639968,-0.6541162719658907,-0.5168006040902627,-1.031976591238636,-0.1473678033331805,0.6392930161344484,-2.028941104974317,-0.3778308414622175,-1.138304184885481,-0.1255473815548073,-0.3020006766517749
2021-01-14,0.1651833938510541,1.497216895251593,-1.3680090234419973,1.414307898745819,0.901506869419019,3.651357948591375,-2.68462416867758,0.7423119272872262,1.8133257417392197,1.6142825145611648,-1.2784191476681102,0.4523413124713433,1.3736207922690555,-1.571327977684798,1.1211403465922072,0.7801537176322129,2.6153425682760005,2.2343415326591636,0.8257317737187957,2.5015307313226742
2021-01-15,-0.6070063828503116,-3.509796375554228,-2.087759792646388,0.1209903067143299,-1.3456580928071291,-0.6324126133467439,0.4459172817106174,-2.78539937434355,0.224370091714595,-2.253408045932971,0.2194233245884299,-2.084764089485094,-3.3144316597179415,1.4342940425251782,-1.3255976108115723,-1.3483373127298532,-2.096190884073209,-3.54842372370888,0.6210428445456261,-2.086518973719803
