"Date","ALL","PNC","MBI","AIG","HIG","UNM","HUM","KEY","CINF","GS","UNH","BK","NTRS","PGR","AXP","SEIC","FITB","ZION","CNA","BEN"
2022-05-10,0.885656478480575,0.891616021378941,0.485429101293647,0.79748633450411,0.833207556354945,0.318454677341601,0.656511428087347,0.881915827658831,0.728847607896949,0.866211111853884,0.709173034946618,0.82968487466183,0.805039620732149,0.519596856783982,0.837060358208198,0.768339499853829,0.888718625840397,0.781597200512453,0.725381698821814,0.756145556460345
2022-05-11,0.858061293868427,0.886114797204159,0.410204521025814,0.799003886677105,0.823507190252244,0.334924417315108,0.555313062668067,0.874729989826634,0.716949033767157,0.860084053271291,0.654679219396927,0.829678077616727,0.812062784387045,0.507804724474851,0.802139720426961,0.76706789862828,0.883482004483998,0.780813945180108,0.734963196870163,0.754978363694235
2022-05-12,0.856710688489485,0.882297493739091,0.301774075536937,0.797281642472361,0.814463061810309,0.346231454354718,0.544250051557232,0.867144091026421,0.694511674917701,0.860159332113599,0.630843068089063,0.834103954677483,0.808603437653584,0.497262260847894,0.797531509577736,0.764889135794291,0.872432085343166,0.784282031042214,0.736800345904325,0.749880963868071
2022-05-13,0.857678970014339,0.875225710869941,0.397328991473643,0.796418116258012,0.816237915676772,0.372838094565121,0.545350224775665,0.8595990571036,0.691345001633446,0.858796988845944,0.632649785874431,0.749259693103405,0.769812565575727,0.415039720828691,0.768889307584605,0.763713847426038,0.861607235294439,0.777889590812139,0.739720942742846,0.577945451620169
2022-05-16,0.831660625195677,0.733191899712839,0.348938341769062,0.78800498221688,0.80697863668798,0.385574840099254,0.596289514372565,0.841813490874461,0.730451580794036,0.874690311336506,0.657506473891134,0.812787144155851,0.795275971769505,0.293667846512433,0.797401290176128,0.764146366200757,0.8406268353423,0.760685596585991,0.751715338323158,0.67239230475218
2022-05-17,0.829676393063886,0.774386219575524,0.385634989445983,0.786319008008135,0.805777621829429,0.386045724654817,0.568526670225845,0.843767064226735,0.721019635736676,0.865687815926102,0.58445074788231,0.822048673138754,0.804900872372888,0.276227090899721,0.791180621869305,0.765662990507578,0.844455642394802,0.763843060122938,0.750263790486958,0.680404370005132
2022-05-18,0.828539275360535,0.863873195590161,0.504802290598118,0.804269844804693,0.863451824587478,0.520343590838686,0.445309805746416,0.879186382848469,0.652038218330633,0.903916635286248,0.543359883163642,0.883928117435089,0.837262726805334,0.456312008378861,0.82291943301458,0.769572324721664,0.88685526605402,0.806851241067614,0.77048837723746,0.746257576672097
2022-05-19,0.800062596247737,0.885305853512734,0.352533764012447,0.814903666635123,0.896141182938726,0.583075167441881,0.591267473865363,0.897550872618909,0.716531274296079,0.895641697035057,0.701129834400672,0.899419321658275,0.876145100524447,0.301353560600294,0.849038306991286,0.770529963578419,0.890952467355265,0.820764222793784,0.784583444796449,0.760878348728761
2022-05-20,0.757964818426439,0.88031546608739,0.360869423565162,0.81649874883087,0.867813808913177,0.590886633682624,0.504167219373404,0.89470085919094,0.691932675478678,0.871318398857692,0.62198087400871,0.866275768791998,0.877511842521617,0.368257223911527,0.831432519377773,0.7716038251083,0.887101402479296,0.816721275741181,0.784225035359789,0.760600939038956
2022-05-23,0.63964831372318,0.868291155235931,0.386482095098203,0.779815313288373,0.843443133237112,0.57106971420681,0.485497425813835,0.889085759659714,0.684783531495879,0.861089503140981,0.588003003654708,0.835434054398099,0.845078113380646,0.40641138370629,0.81334023524225,0.772392775936398,0.882814829180054,0.817096329858953,0.786830941937372,0.719599547781086
2022-05-24,0.723868291375566,0.908816799884179,0.395062194158441,0.774062849291485,0.873632207101587,0.616457704469237,0.435464974932415,0.904784370668159,0.790729681393921,0.899618826909129,0.598332098806832,0.845122110293788,0.861583579165575,0.562709517798875,0.85361141891555,0.768582952566651,0.898931749691917,0.854553190943217,0.792788272675553,0.658190518259703
2022-05-25,0.618996284133543,0.887011719141192,0.386672706634372,0.775132479612929,0.861340184014338,0.615643448220636,0.431342768751879,0.896381948709203,0.79218478723143,0.882014945926509,0.567887954831245,0.828372882096483,0.867843692387945,0.490269639641971,0.798319820102101,0.767992355365024,0.892729073183747,0.845697536413014,0.794755417695022,0.662334396000541
2022-05-26,0.632094474447109,0.857850987220509,0.400672857133466,0.775403749167353,0.856230899564787,0.626614130918927,0.440475158194142,0.880270775508144,0.734822430881043,0.871368272943002,0.557550030766479,0.835544866462785,0.870423981007317,0.502899580250779,0.781568670439815,0.768090400324805,0.881261688838387,0.841091754681292,0.797970881583168,0.67422956816621
2022-05-27,0.694691913980774,0.884704104357174,0.40217753500296,0.781889761859839,0.851904117946595,0.672659078107019,0.48296098655595,0.882328867806558,0.78653444405295,0.894734039477656,0.573888994858309,0.863934884251988,0.885988859405961,0.54044485046532,0.815644467890955,0.77059213236956,0.893940425811347,0.850326606151353,0.795417693415553,0.71745231265239
2022-05-31,0.726750064087512,0.875414403821314,0.438563376161409,0.787134921061712,0.839770941046771,0.698395272509765,0.520285034617148,0.864987748608945,0.791565295117876,0.896694856118177,0.597468362540491,0.86800865958358,0.889328079480275,0.599101347453981,0.827818746297284,0.772560137488265,0.888367138867865,0.846841509196224,0.79318023054984,0.723144779623167
2022-06-01,0.723619227332956,0.867229750509639,0.404671546799701,0.78858846491369,0.828384171098852,0.707591318926673,0.516590543176337,0.850989631086443,0.784191334871691,0.88508225251217,0.55872162791179,0.8395762572145,0.889256310078233,0.565893951193988,0.818132871593232,0.774023096877058,0.870558979350842,0.844937101350493,0.793779181353065,0.718363965806553
2022-06-02,0.744799542267093,0.878676814693328,0.408575329999213,0.792128800906818,0.840341996051836,0.663962672650788,0.540827160976426,0.861034266270079,0.80088827434323,0.891270323919836,0.579888007074215,0.852833525236592,0.888390116155764,0.554894225548723,0.824702647416239,0.775544168729411,0.877207476133212,0.851816037732047,0.792042975092454,0.739523570279071
2022-06-03,0.725078680371848,0.880798337538245,0.437622721727402,0.791759017663565,0.840688831923007,0.657862631084689,0.531079569467343,0.865700270243575,0.801919790607733,0.883023802273665,0.544306118869334,0.855501373027996,0.882588860245545,0.552652492753088,0.832100593249538,0.776427488823671,0.880804987925701,0.857160224068251,0.79429805871727,0.737082653587327
2022-06-06,0.755446524727064,0.879308003490735,0.435571793473978,0.795400682453154,0.794363113730734,0.664831341763101,0.56264925395663,0.866595625281298,0.781830722008912,0.893323379117186,0.600121752685608,0.863461666444725,0.886688147366758,0.505544210976019,0.821534013679351,0.77774077869961,0.87326393365441,0.850280396799566,0.791507031811737,0.74215971105023
2022-06-07,0.749968860695314,0.868840230012902,0.41311736219784,0.7850660375738,0.785642040287636,0.65521659227177,0.557951484919963,0.863126041293299,0.745469909512942,0.890058573524226,0.594025544771762,0.852639426736369,0.883652842037065,0.506763495054828,0.80989805687803,0.777285274585921,0.875958779996827,0.849867331913016,0.80705136752592,0.732921915780227
2022-06-08,0.731862789615134,0.857858951020495,0.410207521930477,0.785878842720583,0.795006656941609,0.640505152200687,0.572118245856555,0.857053187755614,0.736323670071108,0.876709698108459,0.610129865040279,0.848282832932194,0.886878493838286,0.527835135249678,0.810997383438342,0.777233425439793,0.860220303208273,0.850448988035542,0.810139077989971,0.723656677140727
2022-06-09,0.748068267395658,0.880670536876144,0.416586094413656,0.792226136611461,0.824852822994116,0.672462019037331,0.507302267891796,0.86745384995607,0.7762923207131,0.894224251106932,0.608135785301745,0.865102987008986,0.902150923922224,0.589049436979645,0.817346876599064,0.778168772326735,0.870778196668313,0.854451876179709,0.800891089190022,0.765081750220433
2022-06-10,0.821230910128234,0.908082346547706,0.360144514924491,0.799313803100941,0.863488459791014,0.702592388730902,0.436809801663373,0.889678404110406,0.848427822487774,0.924250232724415,0.595545671167967,0.88688406600713,0.889722313862481,0.747407394677148,0.85152104530611,0.778663774411512,0.898315661136905,0.878599990838349,0.808191505677427,0.720232978820684
2022-06-13,0.870567593328053,0.888507091671276,0.372991255615255,0.805307009677695,0.852814533963502,0.734020352575553,0.469150282364507,0.915521931057689,0.893808737068277,0.922428518411986,0.610629945300264,0.891765831106895,0.920513622585336,0.708883638362908,0.887656531953533,0.77908072387223,0.923210278298437,0.898830646031976,0.806031369306988,0.756187484625604
2022-06-14,0.860098329285284,0.875564183117792,0.513404035310173,0.801838956256814,0.869898545053842,0.778251436691416,0.565787079704115,0.898680095648517,0.899474937544009,0.895261507249164,0.684692813910711,0.904207860435755,0.923745920338417,0.575382881082722,0.875272256595171,0.780201860344346,0.922069742051639,0.909577920079992,0.816245661018569,0.765055861660919
2022-06-15,0.848320104403555,0.864136361711935,0.414467076319976,0.762661550599924,0.8415846448617,0.763947194533145,0.565451059694749,0.878058046321084,0.839759638924532,0.891653602693428,0.664363740133517,0.862553169974061,0.847400316609981,0.554379245473172,0.869720342576864,0.780618692869121,0.905754859466693,0.869255758799138,0.814179400019644,0.751289240912747
2022-06-16,0.805647355117547,0.866567176163182,0.414408258936569,0.791565571433941,0.83599276582572,0.716345805476281,0.571794008823024,0.875732934445791,0.819745299126266,0.877771037868334,0.65022443056492,0.825796097608993,0.827120246980747,0.535425040109537,0.862861641186549,0.778298707304425,0.891820990918224,0.86429952202665,0.809619792339511,0.736084270263763
2022-06-17,0.823024085510573,0.87899879839331,0.519168842468915,0.848754491032201,0.83192602190018,0.75780346182037,0.623835652123119,0.880067350953618,0.851930008652732,0.880930780658544,0.674905254932586,0.832110272362014,0.827618123589024,0.627134261984749,0.852388891142437,0.77728541619195,0.895726755898489,0.870293724537118,0.807620187376513,0.747899678657972
2022-06-21,0.799148178152568,0.85439648699801,0.414201636541837,0.749070748216639,0.828821543883135,0.752220327205791,0.605003699733409,0.873121697293687,0.788354868798427,0.846808203188874,0.632303730621421,0.833594717649254,0.832455113244494,0.575942506513671,0.730081636559655,0.777840811965723,0.864687558870042,0.861702309461102,0.801484564722542,0.730986012415156
2022-06-22,0.784220648343632,0.854661176073251,0.450935064917373,0.751365838016855,0.801645680809556,0.813372279839918,0.693704401649585,0.858667293102078,0.765934508617312,0.849573081181881,0.723728140295701,0.877859649667436,0.853751095553673,0.681722957274496,0.626069100710066,0.77816516855432,0.791639190805713,0.84465548419825,0.815547902554201,0.77342491734173
2022-06-23,0.777012537303952,0.860981282545212,0.412018030729962,0.760437726808062,0.799004551580287,0.766085987225649,0.6889217232927,0.855939465583435,0.749600206194646,0.850753203972818,0.660049461648555,0.858103118871735,0.851405144510596,0.625937362893272,0.674748962583174,0.779561837989222,0.819888018266638,0.837514429997287,0.816348326045303,0.751291625562269
2022-06-24,0.77304618574351,0.862828787805132,0.407133897262754,0.642281870342205,0.688161792310708,0.724263587484282,0.650683141574266,0.825207086789491,0.67232150066044,0.847133017380035,0.591706778169787,0.846012917057898,0.845999241171214,0.53542224613185,0.694176832176971,0.77737328002782,0.752726896441701,0.771256881521316,0.812736639826229,0.718908520703358
2022-06-27,0.833513819022063,0.896178779690842,0.533657651227631,0.786391684811205,0.764935318759285,0.820133970785845,0.572273756698147,0.863325363023859,0.807064063253158,0.881713431696368,0.36975503402554,0.901864814859742,0.888321989041323,0.759501471165632,0.777210870195687,0.781942791691432,0.870029107283997,0.824335418071577,0.829738005907683,0.779218223060806
2022-06-28,0.819214962386253,0.875645684586538,0.400485913986266,0.787198234690452,0.769722333561498,0.812670876799811,0.546357872264647,0.856309241641356,0.769815121178503,0.876600900381581,0.378744994283363,0.852595145477552,0.875082915653827,0.699094262348086,0.76418892725374,0.782556467726965,0.862628767664093,0.820533269810686,0.831280655397403,0.784243643090653
2022-06-29,0.815364018842499,0.873202570825198,0.420832326717016,0.787312324567237,0.771335506583511,0.776008353341909,0.545672711547101,0.850521232447633,0.709608303614223,0.874641768289837,0.395963400241992,0.848142803148917,0.86046165786953,0.657451312703101,0.778317184241611,0.783020921339978,0.853025242356292,0.815033538711741,0.824262739158982,0.784558104397731
2022-06-30,0.812706162173755,0.857485696549118,0.423067619306221,0.786063392101394,0.771104920212065,0.767066733375713,0.508349742164562,0.850663258829208,0.705996814804663,0.860211633079542,0.3984126091441,0.839131580311971,0.851984546952602,0.603077709205775,0.759561456720378,0.782944833241828,0.852294415052712,0.811854893611307,0.818584804992856,0.644435974300112
2022-07-01,0.702322823221939,0.830215022323002,0.438565982473926,0.684031635623056,0.724908752640635,0.762666897935333,0.488028260431895,0.854087568021581,0.534091451222246,0.864761312697016,0.445354662216954,0.848128118180164,0.854854222205891,0.329001838213619,0.742295684462589,0.782994602680655,0.866254559396668,0.819437777267432,0.793585015231456,0.636727849623396
2022-07-05,0.719768411056177,0.866269400296529,0.453921325194066,0.783267164741057,0.742945189466552,0.672675895139011,0.539122543785324,0.857075022067,0.669104310119636,0.858038580468896,0.49728767198932,0.855458008619088,0.859354712270966,0.487107655740012,0.762318605565263,0.781740729480781,0.847888743405948,0.816074464518043,0.789303573329859,0.66961194888596
2022-07-06,0.727040491601841,0.858449582892504,0.422316868845363,0.781217967980085,0.748350931001905,0.60721221039165,0.550087304769478,0.856772018166264,0.71251533934702,0.859005436249472,0.533821326602475,0.851252476821938,0.862194443440811,0.521688802773979,0.768147987343106,0.780577110581796,0.847904902693335,0.815633258655176,0.771362413760602,0.641055535666171
2022-07-07,0.682810256531766,0.85701757239392,0.424246875240575,0.781687188928466,0.749365155896149,0.608302528309765,0.535357661803356,0.85226529707298,0.705036121004298,0.848209791163704,0.497740432168399,0.829411383846606,0.851020144726963,0.455842241468582,0.760490459888924,0.77868188945761,0.820585750026432,0.803814676243719,0.77243680711529,0.660720982366515
2022-07-08,0.622996897776855,0.868238730726847,0.426258774778691,0.778046917372136,0.762614277920558,0.632035690596428,0.472017532447296,0.856933375413785,0.53600879804052,0.854700783842402,0.457212383108568,0.846914058980428,0.861228734410509,0.466813775427722,0.797458585749608,0.77685398400469,0.857284274752874,0.815434439458989,0.784062124050701,0.708021831480904
2022-07-11,0.625606774134174,0.861934074857867,0.415313015938398,0.777776464953044,0.75753059893571,0.607926572441568,0.446167972517044,0.853667925502179,0.61541101840421,0.852361589944183,0.471453258800786,0.832418041653666,0.854036411321727,0.483277776817825,0.785553611171553,0.777111057818885,0.856153574652675,0.812269647183516,0.77729014226985,0.686632486229709
2022-07-12,0.629959326515131,0.864384027967796,0.433983613212009,0.776879220787595,0.76638623785873,0.61060060021845,0.391684990064671,0.851352608978413,0.675948675532086,0.856426950915063,0.496206299180022,0.829949227505077,0.857926774353773,0.479378341263995,0.785718480435722,0.777468244332244,0.86133834277572,0.816606329801095,0.772890641536459,0.698720658822112
2022-07-13,0.638119721250396,0.864705368124436,0.424164225087164,0.776343519036605,0.766202112390363,0.678829499157814,0.406155161768021,0.851327232319776,0.704792083578164,0.853704821888208,0.520465734064511,0.81924270046777,0.798285019889313,0.506637805846883,0.788042693577194,0.778718219599972,0.841601770803545,0.815488352536925,0.780636862358842,0.636149165706467
2022-07-14,0.654576711635194,0.875458974553268,0.430114034114287,0.794030335251565,0.784976602192614,0.722288629952577,0.486519314329891,0.85798148285545,0.714385112644133,0.845978895092383,0.623109412338642,0.836191678826919,0.794806730879506,0.433999966083919,0.706607222606613,0.780144139208601,0.842253407652495,0.818954272720373,0.75227418951069,0.595961356180603
2022-07-15,0.737633959017843,0.886839535164464,0.430936863859752,0.780968704161216,0.801531552057844,0.728721619620246,0.436285549727255,0.867513843089047,0.822812040347673,0.8693540884534,0.502483500688508,0.871847838595214,0.80286361112519,0.648708123373102,0.772898928500285,0.781910038698268,0.895492511138165,0.833862314633734,0.79346585948816,0.44501157849894
2022-07-18,0.636743103325541,0.823527385035697,0.356319574364934,0.774744720407473,0.739409686779931,0.584920365593134,0.62732627478369,0.900436886481581,0.650071960095247,0.900155366107307,0.76879855731979,0.918599119381783,0.901537592113333,0.71182498872986,0.84844624700826,0.782544157413037,0.927280528741433,0.868956465239288,0.648853842097608,0.490064513205585
2022-07-19,0.623281791564535,0.820352982221279,0.436094025921804,0.773412506976779,0.738344644337986,0.616103594058493,0.622663945756199,0.873666340246084,0.59426680148237,0.842451816224478,0.721406191311872,0.897867740940556,0.889579375091482,0.576625239981214,0.803688246325395,0.779749373824885,0.897671448707438,0.85144310554734,0.708098595265235,0.53129491047446
2022-07-20,0.677763874254481,0.864669038027562,0.549111978839241,0.773534322422601,0.766680830900434,0.701696880844068,0.675789058601938,0.868072483620011,0.691431360945734,0.847222413318074,0.746807778086537,0.876248234234861,0.900904724634986,0.575391684494841,0.83588722134862,0.780610993335766,0.895345611881126,0.866460906013786,0.787733176973223,0.67095271892932
2022-07-21,0.675364357925066,0.858730596834924,0.433439196540765,0.774405701657594,0.766808235745842,0.644915581310825,0.613166534892154,0.863257922731517,0.690475631577294,0.842181912144136,0.659472416638567,0.86292466841772,0.815985489306478,0.564017854841663,0.795708160246162,0.785622479653062,0.880253201391688,0.846366160454183,0.773029231968809,0.673288987626648
2022-07-22,0.414515579175429,0.85936698222696,0.437252497833028,0.77546374119486,0.757954358233708,0.551099839052358,0.607823783525197,0.861857510102158,0.679525746261805,0.843892956165268,0.64379962838636,0.860378745304036,0.824511465102635,0.546235365903082,0.790284314995642,0.786373127645304,0.800733895368125,0.832551232642469,0.763338131664578,0.682050734241664
2022-07-25,0.420584869089209,0.854986863714995,0.443570417993951,0.775534491523313,0.733484205288705,0.647695316769661,0.580401329518579,0.859191003295257,0.678773819914449,0.845410929629849,0.627831354844145,0.85662734942627,0.830004401896579,0.539502565879676,0.720953111966307,0.787720835859091,0.809600517939471,0.831019840591177,0.764680362872227,0.682166608928623
2022-07-26,0.434796619038605,0.855282191548609,0.4642327984479,0.776024690111276,0.7406728984253,0.669418830796859,0.579609080707111,0.857149803051661,0.703785548439951,0.841731700380027,0.629126686596508,0.880877260617623,0.827949866512295,0.55750062981638,0.750825341439008,0.787705888737962,0.839803223427882,0.823996092944877,0.765468221292575,0.655889389429055
2022-07-27,0.474689920446204,0.864727794965717,0.40639987195615,0.775582385511059,0.747063537404814,0.646889178003204,0.538449427648833,0.8589245304021,0.577863288497272,0.847476224929638,0.563767347650584,0.8871013639914,0.841767512680489,0.52049076146248,0.788877609384964,0.788573572621228,0.852038017673174,0.832979184326828,0.704516395685241,0.687609910131481
2022-07-28,0.516668223502018,0.856290169648146,0.452910222246624,0.775564178203527,0.726455106540683,0.664444242466895,0.295145074514462,0.861403686490454,0.553346097123202,0.852922374928086,0.566980459923716,0.891115072518637,0.85094008805604,0.518740212263241,0.784807254602148,0.788048711733504,0.863152740595359,0.835260924154654,0.647770854509068,0.71870770357642
2022-07-29,0.478666790986414,0.847191812795012,0.42243000139892,0.76099764807385,0.563496127229676,0.431898332652719,0.335833590767945,0.850188051424123,-0.13568151168786,0.855014051911172,0.584284791519485,0.888302278471708,0.852461541902376,0.538827474581613,0.773255120788388,0.788641534078437,0.800815390447812,0.822593931621775,0.553712323707885,0.681267841898185
2022-08-01,0.507389589596937,0.863657281906707,0.438029388885513,0.762140909446429,0.616197906881067,0.657084801253055,0.301449589385706,0.853387015465543,-0.101628059269245,0.85776947876649,0.56421639493295,0.886829381286707,0.858472460988761,0.549865318620113,0.782274847845725,0.790266784377827,0.843949784028444,0.82920013411911,0.692178394590469,0.715044805588486
2022-08-02,0.52361372833251,0.845293572684694,0.437792723743357,0.762861785015411,0.652599568756083,0.647527363404042,0.354534699501248,0.84849247773792,0.00945390070680384,0.854174967314034,0.586798558698679,0.879582151074865,0.857195642091147,0.575697257522847,0.771993803124224,0.790462105334628,0.822648557570421,0.829946668266371,0.716332612005759,0.600472394634461
2022-08-03,0.530256041020088,0.859884192147013,0.419027211759095,0.762302794947842,0.6721986577065,0.621205711584662,0.309712439816743,0.851550364968976,0.0467890730375816,0.856514614849753,0.563368458032988,0.877784302421525,0.84266285436359,0.540285844580597,0.782167289880705,0.790054700893661,0.846877579370521,0.832941156800779,0.745684406766128,0.656346524949246
2022-08-04,0.456084999462832,0.860773299364112,0.411896796157557,0.7647945204501,0.681222907192448,0.574182640091904,0.339077395583778,0.845475603986538,0.216320733504436,0.859226196382738,0.588844313419474,0.880488413901093,0.849041485910428,0.592707445403062,0.810091730512702,0.791869907569433,0.867324650429765,0.834891942590451,0.686486138232109,0.646395457006678
2022-08-05,0.47528874415732,0.857729018688524,0.35371811549532,0.761364079327169,0.69599969201104,0.578183506268605,0.343479236096164,0.837704175867363,0.517197325054298,0.858058380387147,0.584560623143635,0.87339081679912,0.842755259107651,0.48064064727945,0.7649899334532,0.792782551428024,0.850840027303675,0.829096874193077,0.724722186547301,0.648894844024861
2022-08-08,0.522873203513063,0.859241981733316,0.458097554179106,0.762777847095289,0.717465777196456,0.589140147843635,0.366932443835329,0.842832278764939,0.688799198328004,0.858285114593662,0.576888205958601,0.876265866533008,0.82798531031464,0.528975805922413,0.76565801750645,0.792454578934181,0.850428169497815,0.831827415266396,0.757704229702712,0.643171348167812
2022-08-09,0.49774929402244,0.858021375301294,0.335765802657812,0.761149180040326,0.703989525721466,0.586702480185438,0.371720876308156,0.839880062318602,0.535957407417393,0.856696635616666,0.56664989359173,0.877552483096083,0.836631280820888,0.519935709111816,0.774036306446939,0.791760710680822,0.851531825945716,0.825612643129626,0.700412738195508,0.636883201492299
2022-08-10,0.519380148344907,0.851839433874796,0.44418321893897,0.760091633232388,0.703703825714076,0.59535767221761,0.386686474104636,0.837664495965171,0.58152124834815,0.856861766340703,0.56873821315932,0.8770138551633,0.828011050588604,0.536622013590337,0.782465743700952,0.791456122742746,0.853622893155642,0.825610509761128,0.725693088469779,0.606867915993574
2022-08-11,0.65329146359036,0.870292487871876,0.454924302769859,0.764033888566402,0.731981208234881,0.576868912059802,0.31323341904301,0.853032825906517,0.627419284659886,0.86979375466737,0.505137131283861,0.869799362821549,0.867161887401015,0.571740503284462,0.800388970377036,0.794786845384992,0.896114570749594,0.846386071389814,0.695609117949257,0.715502817120881
2022-08-12,0.661326954706527,0.854404624900631,0.445910424639665,0.766711887351265,0.745533561979608,0.595254475352847,0.299511750911425,0.853698103216406,0.648564508354588,0.870204127253246,0.47497313938338,0.872632180378372,0.857807545466071,0.519387825288407,0.78231279185918,0.794298834804908,0.879183604797001,0.846535931754644,0.73728515772785,0.70619509923682
2022-08-15,0.700724757714578,0.853609055544761,0.474212371744764,0.767892612987026,0.775082333055857,0.614298691391027,0.401753039017578,0.84959138832088,0.694525680438867,0.85825370860158,0.576818756317304,0.867333240586948,0.849965954722696,0.577061843990379,0.794979222262967,0.796036750490556,0.845422168751572,0.845145773922104,0.791258055267017,0.695146837285815
2022-08-16,0.664175105313369,0.855802131926216,0.44684849016884,0.767506470999668,0.773468699704041,0.618477371369474,0.402032166916523,0.849741638709453,0.644538763114556,0.857661031748857,0.580105602705668,0.866253371322885,0.844807696776424,0.56158962625865,0.785825451619619,0.796053104573765,0.841314493852004,0.841389032664836,0.768902977729809,0.680219264282531
2022-08-17,0.668556885645895,0.859770071521675,0.424038579289551,0.767987026848559,0.77398836297688,0.628115790564487,0.382056934697214,0.849377287017957,0.641919377694422,0.853641982782095,0.580063994993427,0.868999625662996,0.840448583098797,0.558214467192602,0.776175967224011,0.795524758417473,0.852147561861407,0.839690721309663,0.767188815585677,0.665026462276462
2022-08-18,0.590590132096749,0.85996167185195,0.455147104569894,0.768014254216787,0.77446451327058,0.626535115874884,0.378288173744932,0.849038741217352,0.459734041278345,0.853405340803779,0.585480620782525,0.870181725124249,0.843880602080925,0.251797641477107,0.785888432070947,0.796143533160542,0.855023661014791,0.830744756242925,0.739113352206568,0.677495370091239
2022-08-19,0.591997414975398,0.858335347045476,0.446334301875009,0.767341415508253,0.771547697826112,0.630513349890653,0.378669630943143,0.848111967853893,0.534464542657434,0.853568460848709,0.584902815084649,0.868737495866464,0.844312928921771,0.327412295758798,0.785623265361298,0.796104456675157,0.854770922767835,0.829811553546307,0.745555497620342,0.675538064168997
2022-08-22,0.643481703837867,0.865602190944304,0.429161296857146,0.769656027150429,0.791655077514828,0.613670716421484,0.302922441892551,0.849925726577821,0.736126618271435,0.854449490215226,0.50514610615665,0.871534639377456,0.860474750866078,0.39022488808156,0.78665903040804,0.797206495854404,0.855663129296988,0.839155777456743,0.783498429777206,0.718283442298794
2022-08-23,0.722693311264948,0.855208668446663,0.446726608845401,0.772435368263628,0.824918505173506,0.621080401243133,0.256606674063898,0.855237925526309,0.781392624036548,0.857209851856441,0.536211278074471,0.864156221757342,0.864706304264539,0.483985812251019,0.819071897800468,0.799357295285962,0.861020742968872,0.85396374728079,0.839891957256063,0.739399689503756
2022-08-24,0.709835115367587,0.8562869531032,0.448768522450797,0.772457317390898,0.814803679622086,0.61952733668763,0.290637867577098,0.851811487068752,0.689701225369818,0.857294057935929,0.562190628106837,0.865952081581647,0.854387062987305,0.510555953569352,0.795656219883325,0.799310996987333,0.857607992611854,0.841983547268996,0.798925155115097,0.701611859634443
2022-08-25,0.703716180753069,0.860571678512543,0.437050422056205,0.772289601694233,0.803088262732569,0.639461818127631,0.304584754470705,0.850846005435791,0.632462303417302,0.857693888525104,0.572054694681458,0.865896486504181,0.848110232755123,0.521596735886533,0.792081148802554,0.800553438171103,0.853809044166474,0.839590703844288,0.729624418213961,0.689156951148046
2022-08-26,0.694164475008605,0.857447689389447,0.49448786518947,0.772459596171711,0.804835761934594,0.66838101922613,0.288896074606577,0.85162920549785,0.708658093241981,0.858072680814403,0.595567123605725,0.865315342244745,0.841389033112359,0.541099726948342,0.805091206426415,0.798010222386766,0.851822473719182,0.848200865407836,0.793141752222578,0.685610044624639
2022-08-29,0.732068795960495,0.856599463733288,0.481622653476459,0.776344512292192,0.839945793144172,0.710563462274199,0.392169677529278,0.857237124976935,0.751233025339791,0.864145682362511,0.674193353246197,0.878365442664588,0.880306316575922,0.556062234767033,0.822535237350195,0.801189518215248,0.863919452851676,0.819254341549248,0.752711046242324,0.73815419265572
2022-08-30,0.726866850245425,0.857233476026583,0.458039089248428,0.779004388944745,0.83322239768582,0.641760717512928,0.38666852917406,0.855900082532876,0.674700474445306,0.864373334706986,0.642477298886993,0.88130930144912,0.863720803776411,0.544161507278886,0.798317637755415,0.801985715550896,0.84998658416385,0.819256121736231,0.731713699901356,0.714732362096859
2022-08-31,0.721476887641234,0.857640612679945,0.458506523485733,0.780390059626143,0.82233612240667,0.644076629155316,0.390366845885599,0.855355188751957,0.630958482926732,0.863590701294397,0.624744213311582,0.882402088910296,0.851533506325707,0.541894215132426,0.790073386303293,0.803937358118826,0.850804959215729,0.820271446137693,0.700292244900976,0.6944834026919
2022-09-01,0.723773546518526,0.858376004155733,0.458898918095008,0.781301910410337,0.818864882591233,0.64693556140187,0.401138370580881,0.855304794586835,0.673820562982296,0.856150060099122,0.622035974524133,0.880525412932212,0.846532611332593,0.559503862477873,0.801705301445484,0.800810167279174,0.860990290881841,0.821250063910647,0.735893831121614,0.685234928726082
2022-09-02,0.720324170146706,0.858834128021214,0.456750083054869,0.782039043555858,0.80540902408563,0.634830465275645,0.407725676187499,0.854298524018887,0.649914661340095,0.856194454798886,0.617732231624458,0.874008254929205,0.836613112229609,0.55604088241327,0.781350095002462,0.800465424063448,0.833343527614367,0.820701034496394,0.753920471016339,0.670207117456212
2022-09-06,0.69610770672332,0.859442859864306,0.459655532175435,0.781580295782897,0.797165990884987,0.64309059819018,0.413411300410961,0.854481744197118,0.657707059394196,0.856340480395835,0.625939189177461,0.873820168306154,0.846916198136452,0.571487275200513,0.793366371511213,0.809939440426331,0.845219492811134,0.816913517024356,0.703278193845941,0.66933692826873
2022-09-07,0.689787841635463,0.859482684505814,0.457359180791512,0.781755893115228,0.793475550495994,0.635868291646639,0.414248183320793,0.853494409444547,0.597115874510169,0.854489112882691,0.610526074744449,0.874119121758887,0.83824196135759,0.553241592531924,0.795129402705685,0.810588289290235,0.847518744916803,0.817583985453735,0.6096441013438,0.674185244532385
