Dates ASML_Holding LVMH Lindle_PLC TOTALENERGIES SANOFI SAP L'OREAL SIEMENS ALLIANZ SCHNEIDER Deutsche_Telekom AIR_LIQUIDE IBERDROLA AIRBUS BNPP BAYER AXA VINCI Prosus Essilor Hermès Anheuser Mercedes Santander RICARD BASF ADYEN SAFRAN ENEL Münchener KERING ING Nordea Deutsche_Borse Danone Intesa Deutsche_Post Infineon Stellantis BBVA AHOLD ENI Volkswagen CRH Nokia Inditex BMW Adidas Flutter VONOVIA EUROSTOXX50
14/03/2022 599.549988 661.000000 288.660004 50.369999 49.880001 110.550003 353.649994 127.239998 199.000000 143.820007 16.024000 133.381821 9.730000 103.199997 51.450001 53.810001 24.445000 90.339996 53.040001 151.100006 1160.000000 57.270000 61.360001 3.190000 183.649994 55.070000 1620.000000 104.779999 6.039000 234.300003 577.799988 9.930000 97.620003 143.600006 51.799999 2.100000 44.625000 28.879999 15.190000 5.560000 27.709999 28.590000 151.500000 43.169998 5.050000 25.080000 76.260002 211.350006 8622.000000 46.119999 3764.639893
15/03/2022 591.919983 643.640015 290.170013 49.540001 51.490002 110.879997 339.000000 123.400002 198.380005 139.880005 15.984000 129.254547 9.742000 99.889999 49.410000 53.770000 23.684999 87.889999 51.490002 151.600006 1131.500000 57.270000 59.360001 3.250000 178.949997 53.130001 1550.000000 101.019997 5.749000 236.649994 552.000000 9.880000 101.139999 144.100006 50.549999 1.921200 42.240002 27.455000 15.410000 5.620000 27.684999 28.020000 144.000000 43.810001 5.070000 24.660000 72.919998 198.639999 9032.000000 44.910000 3657.370117
16/03/2022 621.440002 689.169983 303.079987 50.189999 51.849998 112.400002 340.700012 128.559998 208.000000 144.020004 16.280001 132.272720 9.930000 105.000000 50.450001 56.230000 24.754999 89.660004 48.250000 154.039993 1126.500000 58.810001 60.160000 3.370000 178.699997 55.200001 1606.599976 105.519997 5.752000 245.250000 561.700012 10.390000 102.099998 147.250000 52.009998 1.972000 43.799999 28.230000 16.160000 5.800000 27.549999 28.520000 154.000000 43.919998 5.240000 23.940001 74.639999 207.050003 8598.000000 45.639999 3694.760010
17/03/2022 643.130005 693.599976 302.890015 50.689999 51.910000 113.639999 341.250000 128.199997 207.199997 143.199997 16.372000 133.709091 9.798000 102.620003 50.299999 55.220001 24.605000 90.500000 42.799999 158.000000 1131.000000 59.270000 60.389999 3.410000 176.699997 54.200001 1599.000000 104.260002 5.798000 237.600006 553.299988 10.300000 106.900002 153.399994 52.740002 1.965000 43.680000 27.725000 16.059999 5.790000 28.219999 28.760000 148.199997 44.189999 5.270000 23.260000 73.629997 205.000000 9150.000000 45.700001 3723.229980
18/03/2022 649.239990 696.200012 304.709991 49.459999 51.630001 112.250000 352.000000 131.080002 214.199997 149.779999 16.860001 136.363632 9.960000 105.900002 52.900002 57.099998 25.754999 93.449997 50.500000 160.639999 1152.500000 58.939999 64.309998 3.370000 180.350006 55.619999 1738.199951 106.019997 5.919000 244.750000 577.700012 10.250000 106.779999 157.300003 53.549999 2.080000 45.564999 29.200001 15.760000 5.740000 29.180000 27.850000 157.660004 44.980000 5.220000 23.129999 77.540001 209.199997 9358.000000 46.279999 3766.790039
21/03/2022 678.219971 703.830017 311.529999 50.110001 51.480000 112.760002 362.750000 137.240005 215.949997 154.059998 16.826000 137.800003 9.722000 106.660004 54.500000 57.000000 25.545000 93.070000 53.549999 164.020004 1214.000000 59.950001 65.800003 3.440000 181.399994 55.549999 1816.800049 107.739998 5.827000 238.649994 591.000000 10.480000 105.139999 160.000000 52.889999 2.160500 46.814999 30.995001 16.250000 5.850000 28.684999 28.959999 158.899994 44.700001 5.330000 23.440001 79.339996 215.899994 9290.000000 46.660000 3901.699951
22/03/2022 688.000000 710.429993 311.899994 50.790001 51.709999 111.800003 358.750000 135.339996 212.399994 153.199997 16.864000 138.818176 9.762000 106.800003 53.060001 57.560001 25.495001 93.070000 52.200001 164.779999 1204.500000 60.110001 63.869999 3.480000 188.050003 54.230000 1798.000000 106.980003 5.760000 235.199997 595.000000 10.680000 106.019997 158.649994 53.180000 2.078000 46.455002 29.855000 16.389999 5.890000 28.510000 29.350000 155.380005 43.700001 5.360000 23.639999 76.199997 214.250000 9540.000000 48.000000 3886.489990
23/03/2022 668.799988 691.909973 307.739990 50.480000 51.509998 110.489998 360.450012 135.300003 211.899994 150.199997 16.639999 138.199997 9.750000 105.620003 53.209999 57.900002 25.480000 92.019997 51.709999 167.020004 1212.500000 58.709999 63.020000 3.400000 190.050003 54.119999 1847.800049 106.019997 5.693000 236.449997 599.000000 10.480000 107.260002 160.199997 53.400002 2.077000 46.064999 30.330000 15.880000 5.750000 28.139999 29.160000 153.179993 42.830002 5.310000 22.940001 76.239998 216.500000 9206.000000 45.400002 3900.840088
24/03/2022 666.200012 695.020020 309.700012 51.759998 51.500000 110.010002 355.600006 132.619995 212.850006 149.899994 16.594000 137.272720 9.772000 105.379997 53.340000 58.910000 25.410000 92.750000 52.580002 165.500000 1200.000000 58.560001 63.779999 3.350000 189.050003 54.470001 1799.000000 103.779999 5.871000 240.100006 591.200012 10.290000 108.000000 161.350006 52.009998 2.081500 45.900002 30.180000 15.820000 5.650000 28.219999 29.330000 154.520004 42.160000 5.300000 23.070000 78.349998 215.550003 9212.000000 43.830002 3886.260010
25/03/2022 690.460022 705.000000 320.640015 51.650002 51.320000 112.029999 365.000000 133.820007 215.350006 151.199997 16.732000 139.090912 9.806000 108.379997 53.599998 59.020000 26.080000 93.260002 53.459999 169.820007 1232.500000 59.139999 64.720001 3.360000 189.250000 54.900002 1865.400024 104.739998 5.830000 241.500000 596.500000 10.310000 104.199997 163.699997 52.250000 2.113500 46.084999 31.000000 15.920000 5.610000 28.180000 29.459999 156.740005 41.779999 5.330000 22.990000 80.339996 218.199997 9002.000000 43.919998 3934.129883
28/03/2022 680.109985 704.950012 319.369995 52.340000 51.490002 110.870003 351.899994 130.660004 212.600006 151.100006 16.634001 140.581818 9.536000 107.239998 52.240002 59.200001 25.805000 92.129997 49.480000 167.740005 1204.000000 60.000000 63.349998 3.410000 188.399994 53.119999 1815.199951 104.059998 5.790000 238.100006 584.099976 10.310000 96.400002 159.699997 51.720001 2.050000 45.200001 30.184999 15.980000 5.720000 28.174999 29.450001 152.520004 41.130001 5.370000 23.170000 78.309998 211.149994 8782.000000 42.810001 3874.320068
29/03/2022 710.000000 741.210022 327.730011 51.270000 51.299999 115.290001 350.500000 130.020004 212.100006 151.220001 16.813999 143.963638 9.526000 107.779999 51.130001 59.930000 25.799999 91.769997 48.615002 167.020004 1204.500000 62.279999 63.320000 3.560000 187.699997 52.639999 1830.199951 104.779999 5.770000 236.649994 578.400024 10.860000 98.000000 158.850006 51.660000 2.030000 44.830002 30.700001 17.190001 6.080000 28.629999 29.049999 152.619995 42.849998 5.560000 23.879999 78.000000 213.300003 8824.000000 42.840000 3871.340088
30/03/2022 700.000000 736.789978 324.600006 52.180000 51.580002 113.480003 352.700012 128.460007 214.100006 148.479996 16.952000 144.436356 9.558000 107.120003 50.360001 61.610001 25.820000 92.059998 48.680000 164.919998 1223.000000 61.509998 63.389999 3.520000 187.949997 52.939999 1826.199951 105.080002 5.824000 241.649994 582.799988 11.010000 98.559998 162.899994 50.950001 2.035000 45.064999 31.480000 16.910000 6.020000 28.690001 29.500000 151.580002 41.520000 5.550000 23.299999 78.099998 213.100006 8938.000000 42.400002 3870.330078
31/03/2022 684.489990 729.369995 323.529999 51.369999 51.730000 113.099998 360.000000 130.600006 217.300003 151.000000 17.379999 145.472733 9.820000 109.599998 51.990002 61.279999 26.264999 93.470001 48.840000 166.520004 1256.500000 60.400002 65.110001 3.450000 192.050003 53.500000 1812.599976 106.139999 5.949000 246.000000 592.000000 10.670000 100.220001 165.199997 51.200001 2.084000 45.700001 31.745001 16.600000 5.820000 28.825001 29.760000 154.500000 40.610001 5.520000 22.590000 79.830002 216.949997 9120.000000 43.369999 3906.469971
01/04/2022 675.289978 719.549988 320.890015 51.430000 51.549999 110.809998 368.500000 133.919998 217.649994 154.240005 17.224001 143.654541 9.904000 112.500000 53.970001 61.459999 26.674999 94.010002 50.520000 171.979996 1303.000000 60.790001 66.430000 3.490000 192.149994 54.529999 1917.199951 109.339996 6.083000 245.399994 598.700012 10.650000 99.589996 163.000000 51.689999 2.150000 45.779999 32.500000 16.450001 5.820000 28.850000 29.530001 159.460007 40.250000 5.530000 22.230000 81.699997 218.199997 8896.000000 43.330002 3997.459961
04/04/2022 672.489990 726.900024 320.369995 51.560001 51.910000 110.139999 366.649994 130.419998 217.899994 153.440002 17.236000 145.199997 9.950000 111.660004 53.020000 61.799999 26.795000 93.660004 49.895000 171.559998 1312.000000 61.369999 65.800003 3.440000 197.399994 53.630001 1900.000000 108.300003 6.111000 244.199997 586.000000 10.570000 97.760002 165.750000 50.820000 2.132000 44.619999 31.830000 16.290001 5.760000 29.120001 29.629999 160.880005 39.970001 5.570000 22.100000 81.300003 217.949997 8968.000000 43.439999 3964.010010
05/04/2022 674.020020 725.010010 320.829987 50.709999 52.230000 111.120003 365.049988 125.639999 217.500000 153.059998 16.936001 144.872726 9.954000 110.080002 51.910000 61.950001 26.600000 93.709999 49.555000 166.500000 1292.000000 60.939999 64.010002 3.410000 201.100006 52.080002 1824.800049 107.300003 6.076000 241.600006 577.700012 10.440000 98.529999 163.750000 50.040001 2.094000 43.709999 31.014999 15.810000 5.670000 29.330000 29.490000 157.639999 39.459999 5.560000 22.190001 78.510002 212.199997 8712.000000 42.310001 3906.570068
06/04/2022 626.090027 704.950012 316.019989 49.750000 53.320000 109.980003 368.500000 127.320000 218.600006 154.759995 17.358000 145.672729 9.970000 111.760002 51.680000 65.000000 26.795000 94.599998 51.240002 165.800003 1272.500000 59.650002 63.990002 3.280000 199.199997 52.130001 1817.800049 107.480003 6.165000 240.899994 577.400024 10.030000 99.019997 164.899994 50.480000 2.101500 42.735001 30.665001 14.800000 5.290000 29.100000 29.290001 158.919998 38.060001 5.460000 21.490000 79.599998 211.000000 9044.000000 43.200001 3925.270020
07/04/2022 624.530029 689.880005 316.779999 49.470001 54.230000 108.959999 371.250000 125.660004 215.899994 155.059998 17.416000 146.745453 10.000000 109.580002 51.250000 65.000000 26.125000 91.910004 53.349998 169.300003 1293.000000 58.369999 64.489998 3.370000 198.800003 51.820000 1866.599976 106.279999 6.074000 241.000000 581.500000 10.250000 98.839996 163.500000 50.000000 2.081000 42.099998 30.504999 15.070000 5.370000 29.030001 29.309999 160.300003 38.400002 5.430000 22.000000 79.739998 212.050003 9090.000000 43.419998 3952.580078
08/04/2022 621.419983 686.000000 317.500000 49.200001 55.340000 107.949997 371.200012 121.419998 215.850006 153.059998 17.584000 146.818176 10.450000 104.959999 48.730000 64.949997 25.840000 88.010002 52.299999 169.649994 1312.500000 58.459999 62.700001 3.350000 201.600006 51.060001 1849.599976 102.900002 6.203000 237.000000 583.599976 10.180000 97.949997 167.850006 50.529999 2.037000 41.075001 29.100000 14.890000 5.320000 29.055000 29.520000 156.080002 39.119999 5.410000 21.940001 77.879997 209.149994 8654.000000 43.400002 3915.530029
11/04/2022 607.039978 667.150024 317.850006 51.130001 57.880001 108.199997 368.399994 117.900002 215.550003 145.300003 17.625999 146.199997 10.720000 104.139999 47.314999 65.660004 25.844999 87.570000 49.700001 163.550003 1300.000000 58.419998 62.439999 3.400000 199.899994 50.599998 1734.400024 102.000000 6.224000 238.100006 557.900024 10.300000 97.879997 166.399994 51.200001 1.989000 39.654999 28.174999 14.910000 5.390000 29.700001 30.139999 153.020004 39.419998 5.330000 21.780001 76.540001 203.149994 8424.000000 41.770000 3836.459961
12/04/2022 613.070007 671.000000 314.910004 50.349998 56.009998 106.669998 370.049988 117.320000 216.149994 145.460007 17.098000 147.181824 10.590000 103.699997 48.099998 66.410004 25.754999 89.110001 48.275002 164.850006 1288.500000 58.230000 63.459999 3.380000 199.750000 50.970001 1746.800049 101.980003 6.239000 239.000000 555.000000 10.160000 98.879997 168.149994 52.130001 1.990000 40.825001 28.264999 15.190000 5.400000 30.230000 30.110001 152.779999 39.060001 5.270000 21.900000 77.199997 206.350006 8458.000000 40.919998 3812.080078
13/04/2022 601.409973 688.960022 314.000000 50.820000 56.430000 104.290001 367.350006 117.139999 216.500000 144.240005 17.024000 147.272720 10.650000 102.580002 49.090000 66.419998 25.840000 89.309998 46.700001 164.050003 1290.000000 57.919998 62.549999 3.340000 200.500000 51.240002 1696.599976 100.720001 6.250000 241.899994 547.500000 10.010000 97.559998 167.250000 52.110001 1.990800 40.150002 27.125000 14.810000 5.300000 30.514999 30.760000 151.479996 38.980000 5.220000 21.740000 76.099998 205.149994 8356.000000 40.930000 3845.699951
14/04/2022 614.520020 690.000000 318.959991 50.480000 55.580002 105.650002 360.000000 114.720001 216.399994 140.960007 16.860001 147.818176 10.400000 102.480003 47.740002 66.809998 26.105000 88.860001 48.200001 160.399994 1240.000000 58.810001 61.500000 3.390000 197.350006 50.830002 1596.000000 99.730003 6.207000 240.899994 524.500000 10.200000 97.760002 164.100006 51.400002 1.942800 39.685001 26.299999 15.220000 5.380000 30.674999 30.809999 148.800003 39.520000 5.240000 22.000000 74.849998 200.000000 8324.000000 40.369999 3818.760010
18/04/2022 597.049988 696.590027 318.489990 50.849998 55.750000 103.919998 360.000000 116.400002 218.000000 141.259995 17.000000 147.181824 10.320000 103.820000 48.580002 67.589996 26.750000 90.269997 48.910000 161.100006 1265.000000 58.650002 62.279999 3.370000 195.750000 51.369999 1685.000000 101.279999 6.214000 242.199997 531.000000 10.090000 97.279999 165.949997 51.599998 1.940000 40.205002 26.650000 15.000000 5.390000 29.520000 30.510000 150.000000 38.869999 5.070000 22.889999 76.000000 198.520004 8470.000000 39.799999 3827.469971
19/04/2022 597.530029 680.000000 315.089996 51.430000 55.240002 104.290001 360.149994 116.360001 217.600006 141.679993 17.299999 147.454544 10.350000 104.440002 49.025002 67.699997 26.844999 90.199997 49.000000 162.149994 1300.000000 58.450001 63.200001 3.380000 192.050003 51.570000 1697.199951 102.480003 6.175000 238.100006 530.000000 10.130000 98.360001 166.399994 51.349998 2.008000 40.419998 27.445000 14.180000 5.470000 28.865000 30.709999 151.679993 39.130001 5.150000 22.299999 76.360001 199.179993 8564.000000 39.049999 3834.330078
20/04/2022 650.760010 685.000000 319.920013 50.810001 55.049999 106.550003 357.350006 116.339996 220.149994 140.559998 17.186001 147.236359 10.420000 104.180000 49.244999 66.190002 26.905001 89.099998 46.525002 164.800003 1265.000000 60.990002 63.400002 3.500000 193.699997 51.799999 1675.800049 102.660004 6.188000 237.699997 529.799988 10.670000 98.849998 168.300003 52.610001 1.970000 41.084999 26.860001 14.640000 5.600000 28.290001 30.700001 148.500000 41.240002 5.330000 22.600000 76.459999 198.880005 8528.000000 39.900002 3842.070068
21/04/2022 645.059998 712.000000 331.190002 51.590000 56.130001 108.300003 360.000000 117.760002 219.000000 140.339996 17.129999 146.690903 10.470000 104.879997 49.910000 66.000000 26.670000 89.339996 45.230000 165.300003 1240.500000 63.340000 64.889999 3.500000 191.750000 52.700001 1663.000000 102.739998 6.160000 239.500000 530.700012 10.760000 99.550003 164.050003 55.250000 1.972000 41.575001 27.834999 14.890000 5.610000 28.570000 30.770000 154.059998 42.790001 5.400000 23.150000 78.540001 203.699997 8490.000000 39.279999 3835.159912
22/04/2022 615.080017 691.000000 322.660004 49.669998 55.160000 105.050003 358.299988 120.019997 220.300003 145.000000 17.299999 148.418182 10.625000 105.800003 51.700001 65.070000 27.200001 92.930000 44.000000 168.750000 1247.500000 60.660000 65.349998 3.450000 195.399994 52.919998 1723.199951 105.180000 6.166000 242.500000 541.000000 10.430000 101.900002 165.550003 55.500000 2.028500 41.945000 28.320000 14.320000 5.470000 28.445000 29.459999 155.100006 41.939999 5.280000 22.570000 79.199997 208.050003 8310.000000 39.619999 3901.330078
25/04/2022 592.729980 673.859985 311.299988 48.099998 54.110001 102.949997 357.799988 121.040001 220.399994 145.000000 17.299999 147.054550 10.390000 106.040001 51.540001 65.750000 26.785000 91.110001 42.520000 165.000000 1229.500000 59.279999 65.099998 3.350000 193.250000 53.500000 1689.400024 107.360001 6.090000 238.500000 516.000000 10.140000 98.830002 165.550003 55.650002 1.998600 41.945000 28.320000 13.880000 5.270000 28.094999 28.350000 154.720001 40.779999 5.120000 21.889999 79.199997 208.050003 8206.000000 39.619999 3905.800049
26/04/2022 585.150024 673.500000 311.640015 47.369999 53.889999 103.260002 345.000000 116.620003 215.399994 138.360001 16.862000 145.000000 10.340000 102.500000 50.869999 65.099998 26.115000 93.000000 42.220001 162.750000 1194.500000 59.820000 63.730000 3.050000 190.100006 52.000000 1600.000000 105.519997 5.947000 232.500000 518.000000 10.000000 100.019997 160.199997 54.270000 1.949000 41.049999 27.250000 13.600000 5.050000 27.750000 27.610001 149.460007 41.240002 5.210000 22.190001 76.699997 194.279999 8112.000000 38.950001 3826.959961
27/04/2022 552.090027 642.000000 304.369995 47.450001 54.180000 100.129997 346.700012 117.699997 215.449997 139.679993 17.350000 146.290909 10.695000 104.660004 51.599998 65.519997 26.150000 93.750000 43.544998 166.350006 1194.500000 57.770000 64.910004 2.950000 194.500000 52.509998 1649.800049 105.480003 6.155000 231.100006 512.400024 9.450000 100.180000 163.949997 56.549999 1.960000 41.220001 28.230000 13.170000 4.890000 28.340000 27.230000 151.220001 39.770000 5.070000 21.540001 78.559998 194.800003 8168.000000 39.360001 3769.659912
28/04/2022 574.950012 642.000000 305.500000 49.230000 52.919998 101.000000 347.000000 112.680000 213.300003 136.419998 17.190001 146.381821 10.445000 102.099998 50.680000 64.000000 25.870001 92.500000 43.099998 160.399994 1167.000000 56.889999 62.910000 2.930000 193.199997 50.549999 1567.199951 105.279999 6.063000 235.000000 501.399994 9.440000 102.120003 163.949997 56.000000 1.920000 41.220001 26.985001 13.540000 4.980000 28.170000 27.650000 145.500000 39.830002 5.030000 21.110001 76.269997 188.440002 7882.000000 39.360001 3719.350098
29/04/2022 576.450012 650.849976 313.529999 49.669998 53.860001 103.500000 349.200012 114.540001 215.100006 138.000000 17.629999 148.636368 10.860000 103.120003 50.740002 62.799999 26.020000 93.099998 43.145000 162.149994 1202.500000 58.500000 65.000000 2.950000 198.899994 51.000000 1643.800049 105.540001 6.120000 242.300003 512.000000 9.500000 99.430000 164.300003 56.259998 1.940000 40.735001 27.110001 13.630000 5.270000 28.525000 28.139999 147.800003 40.360001 5.060000 21.139999 77.500000 186.860001 8000.000000 39.650002 3750.209961
02/05/2022 558.739990 638.530029 314.559998 49.189999 52.830002 101.239998 349.700012 117.120003 216.250000 138.020004 17.750000 149.818176 11.040000 104.099998 49.730000 62.400002 25.809999 93.209999 46.064999 163.149994 1199.500000 56.980000 67.099998 2.900000 195.149994 51.509998 1673.199951 105.459999 6.269000 234.100006 511.000000 9.380000 99.360001 164.550003 57.000000 1.941200 41.169998 27.785000 13.270000 5.170000 28.370001 27.879999 148.580002 39.549999 4.970000 21.280001 78.580002 191.619995 8118.000000 39.360001 3785.580078
03/05/2022 566.630005 639.000000 314.119995 50.410000 53.290001 101.070000 343.799988 115.680000 215.199997 136.020004 17.417999 149.818176 10.985000 104.980003 49.570000 60.599998 25.219999 91.739998 45.715000 161.350006 1172.000000 56.990002 61.790001 2.950000 195.649994 47.500000 1589.599976 102.500000 6.175000 225.600006 504.600006 9.660000 98.459999 165.050003 57.110001 1.936200 40.540001 27.290001 13.630000 5.160000 27.905001 28.260000 149.000000 40.549999 5.140000 21.469999 77.739998 190.300003 8496.000000 36.060001 3772.909912
04/05/2022 579.080017 630.469971 314.809998 52.299999 51.439999 99.790001 339.549988 115.860001 216.649994 134.000000 17.309999 148.181824 10.925000 104.800003 50.000000 60.299999 25.235001 91.820000 46.250000 162.000000 1159.500000 56.730000 62.320000 2.930000 197.500000 47.549999 1609.599976 99.930000 6.190000 225.300003 500.000000 9.620000 99.570000 165.000000 57.389999 1.939800 41.669998 26.980000 13.610000 5.070000 28.129999 28.930000 148.639999 40.320000 5.190000 21.760000 78.209999 193.880005 8958.000000 36.000000 3738.489990
05/05/2022 582.320007 627.599976 318.880005 52.939999 51.759998 101.250000 332.700012 114.360001 217.000000 131.259995 17.398001 149.000000 11.025000 106.699997 51.799999 60.869999 25.575001 92.510002 45.599998 160.649994 1123.000000 57.580002 62.970001 2.890000 197.500000 48.000000 1588.000000 101.480003 6.210000 225.000000 491.850006 9.850000 100.360001 166.000000 57.180000 1.965400 40.320000 27.445000 13.740000 5.030000 28.535000 28.940001 151.520004 40.450001 5.180000 22.270000 80.269997 192.000000 8326.000000 36.200001 3758.439941
06/05/2022 555.150024 610.700012 305.480011 53.849998 51.349998 97.220001 337.899994 118.360001 208.750000 133.960007 17.750000 150.709091 11.080000 109.000000 53.209999 61.849998 25.500000 93.199997 45.904999 162.550003 1116.000000 55.290001 63.400002 2.830000 195.500000 49.939999 1609.000000 101.000000 6.250000 223.500000 494.149994 9.180000 98.430000 167.649994 57.150002 1.970000 41.860001 28.235001 13.870000 4.890000 28.209999 29.190001 152.520004 39.529999 5.040000 21.549999 81.650002 198.979996 8512.000000 35.970001 3744.909912
09/05/2022 530.210022 580.119995 303.720001 51.740002 50.980000 95.050003 327.200012 115.940002 199.759995 128.979996 17.591999 148.690903 10.735000 108.480003 50.880001 60.540001 23.320000 90.709999 42.000000 157.050003 1066.000000 53.709999 61.000000 2.780000 191.750000 47.575001 1460.800049 96.599998 6.030000 219.000000 469.000000 9.250000 96.010002 163.699997 56.020000 1.920000 39.959999 27.334999 13.600000 4.860000 27.875000 28.180000 147.179993 38.669998 4.850000 21.110001 78.029999 188.220001 8172.000000 35.889999 3678.850098
10/05/2022 529.200012 584.989990 306.200012 51.209999 51.549999 98.230003 311.299988 113.360001 195.020004 125.940002 17.219999 145.454544 10.685000 105.519997 50.419998 59.820000 22.455000 89.839996 41.875000 153.699997 1025.500000 55.310001 61.689999 2.820000 181.000000 47.299999 1410.000000 94.550003 6.000000 216.100006 454.450012 9.570000 94.099998 163.699997 55.990002 1.872400 39.959999 26.900000 13.790000 4.990000 27.400000 28.150000 145.880005 38.759998 4.840000 21.200001 79.199997 176.660004 8296.000000 35.889999 3618.449951
11/05/2022 531.280029 590.520020 298.079987 52.259998 51.459999 96.500000 309.649994 112.320000 194.500000 124.500000 17.332001 143.654541 10.650000 107.000000 50.790001 59.889999 22.500000 90.379997 41.224998 153.500000 1029.000000 55.330002 61.500000 2.800000 178.000000 48.040001 1439.000000 93.860001 5.930000 214.800003 451.350006 9.460000 93.000000 160.649994 54.500000 1.855600 36.970001 26.370001 13.840000 4.930000 27.799999 28.309999 145.179993 38.610001 4.800000 21.070000 78.989998 176.240005 8282.000000 33.160000 3537.659912
12/05/2022 514.700012 580.869995 296.510010 51.750000 50.970001 95.269997 312.200012 114.900002 196.940002 125.660004 17.382000 144.327271 10.635000 106.379997 51.189999 57.369999 22.655001 89.680000 41.099998 144.449997 1034.000000 54.230000 62.279999 2.730000 180.399994 48.794998 1404.199951 93.080002 5.883000 223.399994 451.750000 9.330000 94.459999 161.300003 55.330002 1.880000 37.334999 26.295000 13.480000 4.830000 27.400000 27.990000 144.559998 37.849998 4.630000 20.990000 79.019997 176.300003 8492.000000 32.840000 3575.159912
13/05/2022 540.559998 597.679993 303.290009 52.730000 51.730000 97.419998 316.649994 113.980003 202.000000 124.680000 17.360001 142.490906 10.760000 104.419998 50.860001 57.310001 22.575001 89.680000 41.680000 142.350006 1022.000000 54.459999 63.000000 2.800000 180.850006 48.630001 1318.000000 93.029999 5.883000 227.000000 447.000000 9.550000 97.440002 160.250000 54.500000 1.902000 37.025002 26.000000 14.170000 4.960000 26.385000 28.080000 144.100006 38.630001 4.790000 21.379999 75.599998 176.559998 9020.000000 33.200001 3617.709961
16/05/2022 533.250000 595.000000 307.350006 53.750000 52.040001 98.150002 322.000000 115.040001 198.339996 128.440002 17.948000 144.163635 10.695000 105.459999 52.020000 60.400002 22.900000 91.510002 44.080002 146.850006 1039.500000 55.799999 63.509998 2.810000 183.350006 49.060001 1407.000000 94.139999 5.890000 227.199997 454.850006 9.660000 97.360001 162.000000 55.389999 1.975000 37.950001 27.600000 14.250000 5.050000 26.910000 28.709999 146.440002 38.570000 4.880000 21.719999 75.779999 180.479996 8996.000000 33.110001 3628.250000
17/05/2022 556.950012 626.400024 316.920013 54.830002 52.799999 100.010002 330.899994 115.879997 199.860001 128.660004 18.382000 144.290909 10.600000 105.699997 52.040001 61.500000 23.110001 92.339996 44.029999 148.100006 1060.500000 57.130001 64.050003 2.920000 187.250000 49.279999 1465.599976 96.230003 5.895000 225.800003 458.350006 10.070000 98.529999 162.500000 56.110001 1.964000 38.770000 28.325001 14.450000 5.140000 26.795000 29.540001 143.600006 40.250000 4.960000 21.950001 77.430000 179.460007 8962.000000 33.200001 3695.780029
18/05/2022 547.179993 610.010010 314.619995 55.439999 53.410000 97.360001 325.500000 114.620003 199.539993 126.379997 18.266001 146.618179 10.810000 107.139999 52.820000 64.099998 23.200001 92.500000 46.020000 150.000000 1075.000000 56.910000 64.080002 2.890000 192.750000 49.860001 1504.199951 97.330002 6.010000 225.800003 467.350006 10.020000 98.260002 163.750000 56.660000 1.970000 38.779999 28.415001 14.380000 5.120000 27.225000 29.590000 146.179993 39.580002 5.000000 22.590000 78.650002 181.899994 8960.000000 33.770000 3696.010010
19/05/2022 523.770020 586.919983 308.470001 53.959999 52.790001 93.199997 327.549988 116.419998 202.350006 129.360001 18.072001 148.236359 10.860000 108.239998 53.450001 64.150002 23.665001 93.199997 46.305000 150.300003 1089.000000 54.430000 65.199997 2.840000 188.699997 50.849998 1472.000000 98.599998 6.000000 226.899994 470.700012 9.860000 96.120003 163.649994 55.939999 1.998000 39.525002 28.830000 14.010000 4.940000 26.930000 29.020000 146.820007 38.619999 4.770000 21.350000 78.970001 183.399994 9012.000000 33.950001 3745.239990
20/05/2022 541.440002 605.270020 315.510010 54.990002 54.040001 97.339996 313.299988 112.480003 198.160004 124.800003 17.938000 145.618179 10.840000 106.459999 52.730000 63.230000 23.219999 91.559998 43.799999 144.250000 1053.500000 54.730000 64.029999 2.890000 181.949997 49.310001 1395.400024 96.430000 5.861000 221.500000 459.500000 10.050000 98.480003 164.199997 54.689999 1.966000 38.700001 27.334999 14.660000 5.050000 25.590000 29.570000 144.020004 39.869999 4.880000 21.750000 76.599998 175.979996 9354.000000 33.360001 3662.530029
23/05/2022 549.239990 593.719971 319.920013 56.230000 54.889999 98.639999 308.850006 113.000000 197.059998 125.760002 18.142000 146.563629 10.865000 107.680000 53.970001 63.730000 23.264999 90.989998 46.000000 145.949997 1045.000000 54.779999 63.540001 2.960000 179.050003 49.320000 1456.400024 96.949997 5.973000 223.899994 455.000000 10.260000 99.000000 160.899994 54.910000 2.000000 37.680000 28.065001 14.480000 5.100000 25.100000 29.110001 146.479996 39.840000 4.880000 22.180000 78.610001 170.240005 9328.000000 33.889999 3650.090088
24/05/2022 555.570007 591.000000 321.000000 56.230000 55.529999 99.709999 313.649994 116.660004 198.720001 128.139999 18.389999 147.690903 11.140000 108.379997 50.599998 64.400002 23.400000 90.000000 46.099998 147.899994 1049.000000 55.290001 64.599998 3.060000 179.850006 49.764999 1533.000000 98.150002 6.171000 222.300003 457.950012 10.490000 99.000000 164.600006 55.619999 1.935000 38.099998 28.355000 14.310000 5.220000 25.200001 29.070000 148.000000 40.160000 4.900000 21.799999 78.650002 176.419998 9216.000000 34.549999 3669.530029
